ID,Clues,SolutionGrid
Pt1_1x3_level3-0,"The people prefer 3 different music-genres: rock, soul, trance
1. the fan of trance is on the far left or far right
2. the fan of soul is on the left of the fan of trance##1","{'Music-Genre': ['rock', 'soul', 'trance']}"
Pt1_1x3_level3-1,"3 different pets are kept: hamster, horse, snake
1. the owner of the horse is on the far left or far right
2. the owner of the snake is in the middle##1
3. the owner of the snake is on the right of the owner of the hamster##1","{'Pet': ['hamster', 'snake', 'horse']}"
Pt1_1x3_level3-2,"The people use 3 different means of transport: taxi, train, tram
1. the person driving the tram is on the far left or far right
2. the person driving the tram is on the right of the person driving the taxi##1","{'Transport': ['train', 'taxi', 'tram']}"
Pt1_1x3_level3-3,"The people have 3 different hobbies: dancing, sudoku, writing
1. the person who's hobby is dancing is on the far left##1
2. the person who's hobby is writing is on the far left or far right","{'Hobby': ['dancing', 'sudoku', 'writing']}"
Pt1_1x3_level3-4,"The people prefer 3 different music-genres: classical, folk, techno
1. the fan of techno is on the far right##1
2. the fan of classical is on the far left or far right","{'Music-Genre': ['classical', 'folk', 'techno']}"
Pt1_1x3_level3-5,"The people perfer 3 different movie-genres: adventure, documentary, martial-arts
1. the person watching martial-arts movies is on the left or right of the person watching documentary movies
2. the person watching martial-arts movies is on the right of the person watching documentary movies##1
3. the person watching documentary movies is in the middle##1","{'Movie-Genre': ['adventure', 'documentary', 'martial-arts']}"
Pt1_1x3_level3-6,"There are 3 different favourite beverages: coffee, hot-chocolate, tea
1. the person drinking coffee is on the left of the person drinking hot-chocolate##1
2. the person drinking coffee is on the far left or far right","{'Beverage': ['coffee', 'hot-chocolate', 'tea']}"
Pt1_1x3_level3-7,"There are 3 different favourite beverages: almond-milk, lemonade, mirinda
1. the person drinking mirinda is on the far left or far right
2. the person drinking almond-milk is on the far left##1","{'Beverage': ['almond-milk', 'lemonade', 'mirinda']}"
Pt1_1x3_level3-8,"The people have 3 different jobs:  firefighter, fisherman, manager
1. the manager is on the far left or far right
2. the fisherman is on the right of the manager##1","{'Job': ['manager', 'fisherman', 'firefighter']}"
Pt1_1x3_level3-9,"There are 3 different nationalities: colombian, mexican, turkish
1. the colombian is on the far left##1
2. the turkish is on the right of the mexican##1
3. the mexican is on the left or right of the turkish","{'Nationality': ['colombian', 'mexican', 'turkish']}"
