ID,Clues,SolutionGrid
Pt1_4x4_level3-0,"There are 4 different favourite beverages: almond-milk, milk, mirinda, tea
There 4 different types of food: apple, banana, grapes, pineapple
4 different pets are kept: cat, chinchilla, dog, frog
The people use 4 different means of transport: quad-bike, ship, tram, van
 1. the person eating banana is on the left or right of the person driving the ship
 2. the person drinking milk is the person eating pineapple##1
 3. the person driving the quad-bike is on the far left or far right
 4. the person driving the tram is on the right of the person drinking milk##1
 5. the person driving the quad-bike is on the far left or far right
 6. the person eating grapes is on the left or right of the owner of the cat
 7. the person drinking mirinda is on the left of the person drinking milk##1
 8. the person drinking tea is on the right of the person eating grapes##1
 9. the person driving the quad-bike is on the far left##1
10. the owner of the dog is on the right of the owner of the chinchilla##1
11. the owner of the chinchilla is on the left of the person drinking almond-milk##1","{'Beverage': ['mirinda', 'milk', 'almond-milk', 'tea'], 'Food': ['banana', 'pineapple', 'grapes', 'apple'], 'Pet': ['frog', 'chinchilla', 'dog', 'cat'], 'Transport': ['quad-bike', 'ship', 'tram', 'van']}"
Pt1_4x4_level3-1,"The people have 4 different jobs:  bartender, electrician, photographer, police-officer
There are 4 different nationalities: australian, indian, malaysian, turkish
The people prefer 4 different types of sport: ice-hockey, rowing, soccer, tennis
The people use 4 different means of transport: car, roller, tram, trike
1. the person who's sport is soccer is on the left of the person who's sport is rowing##1
2. the electrician is the australian##1
3. the person driving the tram is the photographer##1
4. the bartender is between the indian and the person driving the car##2
5. the person driving the car is on the left of the person driving the roller##1
6. the person who's sport is tennis is the person driving the trike##1
7. the person who's sport is ice-hockey is on the far right##1
8. the person driving the car is on the far left or far right
9. the indian is on the left of the turkish##1","{'Job': ['electrician', 'bartender', 'police-officer', 'photographer'], 'Nationality': ['australian', 'malaysian', 'indian', 'turkish'], 'Sport': ['soccer', 'rowing', 'tennis', 'ice-hockey'], 'Transport': ['car', 'roller', 'trike', 'tram']}"
Pt1_4x4_level3-2,"There 4 different types of food: cauliflower, grapefruit, peach, potato
The people prefer 4 different music-genres: folk, gospel, indie, rock
4 different pets are kept: cat, dog, hedgehog, turtle
The people prefer 4 different types of sport: cricket, cycling, ice-hockey, volleyball
 1. the fan of indie is the person eating peach##1
 2. the fan of folk is on the far left or far right
 3. the person eating potato is on the left or right of the person who's sport is ice-hockey
 4. the owner of the hedgehog is on the right of the person who's sport is cycling##1
 5. the owner of the turtle is on the left of the fan of rock##1
 6. the person who's sport is cycling is on the left or right of the person who's sport is volleyball
 7. the fan of folk is on the left of the person who's sport is cricket##1
 8. the owner of the cat is between the person who's sport is ice-hockey and the fan of gospel##2
 9. the person eating potato is on the left of the person eating cauliflower##1
10. the person eating grapefruit is on the left or right of the person eating potato","{'Food': ['grapefruit', 'potato', 'cauliflower', 'peach'], 'Music-Genre': ['folk', 'rock', 'gospel', 'indie'], 'Pet': ['turtle', 'cat', 'dog', 'hedgehog'], 'Sport': ['ice-hockey', 'cricket', 'cycling', 'volleyball']}"
Pt1_4x4_level3-3,"The people have 4 different jobs:  lawyer, librarian, photographer, videographer
The people perfer 4 different movie-genres: epic, family, satire, scientific
There are 4 different nationalities: australian, canadian, french, polish
4 different pets are kept: chinchilla, horse, rabbit, snake
1. the person watching family movies is on the left of the person watching epic movies##1
2. the australian is on the right of the person watching satire movies##1
3. the photographer is the person watching scientific movies##1
4. the person watching satire movies is on the far left##1
5. the french is the person watching scientific movies##1
6. the canadian is on the far left or far right
7. the owner of the rabbit is on the left of the owner of the snake##1
8. the videographer is between the owner of the chinchilla and the polish##2
9. the librarian is on the left or right of the owner of the snake","{'Job': ['lawyer', 'videographer', 'librarian', 'photographer'], 'Movie-Genre': ['satire', 'family', 'epic', 'scientific'], 'Nationality': ['canadian', 'australian', 'polish', 'french'], 'Pet': ['chinchilla', 'horse', 'rabbit', 'snake']}"
Pt1_4x4_level3-4,"There are 4 different favourite beverages: almond-milk, cola, fanta, soy-milk
There 4 different types of food: carrot, kiwi, pineapple, zucchini
The people prefer 4 different music-genres: funk, metal, reggae, trance
The people prefer 4 different types of sport: badminton, basketball, cycling, ice-hockey
 1. the person who's sport is badminton is on the left or right of the person eating kiwi
 2. the person eating zucchini is on the left or right of the person eating carrot
 3. the person drinking almond-milk is on the left of the person eating pineapple##1
 4. the person eating zucchini is on the right of the person eating carrot##1
 5. the person drinking soy-milk is on the left of the person who's sport is ice-hockey##1
 6. the person drinking soy-milk is on the far left or far right
 7. the fan of funk is on the left or right of the person eating zucchini
 8. the person drinking fanta is on the left of the person eating kiwi##1
 9. the person eating pineapple is on the left of the person who's sport is basketball##1
10. the fan of trance is between the person drinking almond-milk and the fan of reggae##2","{'Beverage': ['soy-milk', 'almond-milk', 'fanta', 'cola'], 'Food': ['carrot', 'zucchini', 'pineapple', 'kiwi'], 'Music-Genre': ['funk', 'metal', 'trance', 'reggae'], 'Sport': ['cycling', 'ice-hockey', 'badminton', 'basketball']}"
Pt1_4x4_level3-5,"There are 4 different favourite beverages: almond-milk, coffee, fanta, soy-milk
There 4 different types of food: grapes, papaya, raspberry, watermelon
4 different pets are kept: cat, lizard, mouse, rabbit
The people use 4 different means of transport: scooter, snowmobile, train, trike
 1. the person eating grapes is on the left of the person driving the train##1
 2. the person driving the train is on the left or right of the owner of the cat
 3. the person drinking soy-milk is on the left or right of the person eating grapes
 4. the owner of the rabbit is on the far right##1
 5. the person driving the trike is between the person eating watermelon and the person eating raspberry##2
 6. the person eating grapes is on the right of the owner of the lizard##1
 7. the person drinking almond-milk is on the left or right of the person eating papaya
 8. the owner of the rabbit is the person driving the snowmobile##1
 9. the owner of the cat is on the left or right of the person eating watermelon
10. the person drinking fanta is on the far right##1
11. the owner of the lizard is the person eating watermelon##1","{'Beverage': ['soy-milk', 'coffee', 'almond-milk', 'fanta'], 'Food': ['watermelon', 'grapes', 'raspberry', 'papaya'], 'Pet': ['lizard', 'cat', 'mouse', 'rabbit'], 'Transport': ['scooter', 'trike', 'train', 'snowmobile']}"
Pt1_4x4_level3-6,"The people have 4 different hobbies: collecting, hiking, magic-tricks, puzzles
The people prefer 4 different music-genres: classical, gospel, pop, salsa
4 different pets are kept: bird, horse, mouse, pony
The people prefer 4 different types of sport: baseball, basketball, parkour, tennis
 1. the person who's hobby is hiking is on the left of the fan of gospel##1
 2. the person who's hobby is hiking is on the left of the owner of the mouse##1
 3. the person who's sport is basketball is on the right of the owner of the horse##1
 4. the person who's sport is parkour is on the left or right of the owner of the mouse
 5. the person who's sport is basketball is between the person who's hobby is collecting and the person who's sport is baseball##2
 6. the fan of salsa is the person who's sport is tennis##1
 7. the owner of the mouse is between the person who's sport is parkour and the owner of the bird##2
 8. the fan of pop is the person who's hobby is magic-tricks##1
 9. the fan of gospel is on the right of the person who's sport is basketball##1
10. the person who's sport is baseball is on the left or right of the person who's hobby is hiking","{'Hobby': ['collecting', 'hiking', 'puzzles', 'magic-tricks'], 'Music-Genre': ['salsa', 'classical', 'gospel', 'pop'], 'Pet': ['horse', 'bird', 'mouse', 'pony'], 'Sport': ['tennis', 'basketball', 'baseball', 'parkour']}"
Pt1_4x4_level3-7,"There are 4 different favourite beverages: cola, fanta, hot-chocolate, iced-tea
The people perfer 4 different movie-genres: epic, musical, scientific, sports
There are 4 different nationalities: egyptian, malaysian, pakistani, polish
The people prefer 4 different types of sport: baseball, handball, ice-hockey, surfing
 1. the person who's sport is ice-hockey is on the far left or far right
 2. the person who's sport is handball is on the left or right of the person watching scientific movies
 3. the egyptian is on the right of the person drinking iced-tea##1
 4. the pakistani is on the far left or far right
 5. the polish is on the left of the person watching musical movies##1
 6. the person drinking hot-chocolate is on the left of the person who's sport is surfing##1
 7. the person who's sport is ice-hockey is on the far left##1
 8. the person who's sport is baseball is on the right of the person watching musical movies##1
 9. the polish is the person drinking fanta##1
10. the person watching epic movies is on the left of the malaysian##1
11. the pakistani is the person drinking cola##1","{'Beverage': ['fanta', 'iced-tea', 'hot-chocolate', 'cola'], 'Movie-Genre': ['epic', 'musical', 'scientific', 'sports'], 'Nationality': ['polish', 'malaysian', 'egyptian', 'pakistani'], 'Sport': ['ice-hockey', 'handball', 'baseball', 'surfing']}"
Pt1_4x4_level3-8,"There 4 different types of food: artichoke, banana, cauliflower, eggplant
The people have 4 different hobbies: board-games, dancing, magic-tricks, traveling
The people have 4 different jobs:  chef, engineer, journalist, paramedic
The people perfer 4 different movie-genres: comedy, horror, spy, superhero
1. the person eating cauliflower is the journalist##1
2. the paramedic is the person eating banana##1
3. the journalist is on the left or right of the person eating eggplant
4. the person who's hobby is dancing is the person watching horror movies##1
5. the person watching spy movies is between the chef and the person who's hobby is magic-tricks##2
6. the journalist is on the left of the person watching horror movies##1
7. the person watching superhero movies is on the left or right of the person eating banana
8. the chef is between the person watching comedy movies and the person who's hobby is board-games##2
9. the person eating banana is on the left of the engineer##1","{'Food': ['cauliflower', 'eggplant', 'banana', 'artichoke'], 'Hobby': ['traveling', 'dancing', 'board-games', 'magic-tricks'], 'Job': ['journalist', 'chef', 'paramedic', 'engineer'], 'Movie-Genre': ['comedy', 'horror', 'spy', 'superhero']}"
Pt1_4x4_level3-9,"The people have 4 different hobbies: dancing, magic-tricks, sudoku, writing
The people have 4 different jobs:  designer, teacher, videographer, writer
4 different pets are kept: chinchilla, dog, fish, pony
The people prefer 4 different types of sport: rugby, skateboarding, swimming, volleyball
 1. the owner of the pony is the person who's sport is volleyball##1
 2. the designer is between the owner of the dog and the owner of the pony##2
 3. the owner of the fish is on the left of the person who's hobby is sudoku##1
 4. the owner of the fish is on the right of the owner of the pony##1
 5. the person who's sport is volleyball is the owner of the pony##1
 6. the person who's hobby is dancing is between the person who's sport is swimming and the person who's hobby is writing##2
 7. the person who's hobby is dancing is the person who's sport is rugby##1
 8. the owner of the fish is on the right of the teacher##1
 9. the writer is on the left or right of the person who's hobby is sudoku
10. the person who's sport is swimming is on the left of the person who's hobby is magic-tricks##1
11. the person who's hobby is sudoku is on the left or right of the writer","{'Hobby': ['writing', 'dancing', 'sudoku', 'magic-tricks'], 'Job': ['teacher', 'designer', 'videographer', 'writer'], 'Pet': ['pony', 'fish', 'dog', 'chinchilla'], 'Sport': ['volleyball', 'rugby', 'swimming', 'skateboarding']}"
