ID,Clues,SolutionGrid
Pt1_7x3_level5-0,"There are 3 different favourite beverages: juice, soy-milk, water
There 3 different types of food: peach, pepper, zucchini
The people have 3 different jobs:  accountant, fisherman, freelancer
The people perfer 3 different movie-genres: action, musical, scientific
The people prefer 3 different music-genres: d&b, jazz, rock
There are 3 different nationalities: chinese, italian, russian
3 different pets are kept: goat, hamster, hedgehog
 1. the person eating peach is on the right of the person watching action movies##1
 2. the freelancer is somewhere to the left of the owner of the goat
 3. the person drinking juice is on the far left##1
 4. the person eating pepper is in an odd position##4
 5. the freelancer is somewhere to the right of the chinese
 6. the russian is on the left of the fan of jazz##1
 7. the owner of the hamster is on the left of the person watching musical movies##1
 8. the person eating zucchini is on the right of the fan of d&b##1
 9. the russian is in the middle##1
10. the person drinking soy-milk is on the right of the person drinking water##1
11. the person watching scientific movies is the person eating peach##1
12. the owner of the hamster is on the right of the accountant##1","{'Beverage': ['juice', 'water', 'soy-milk'], 'Food': ['pepper', 'peach', 'zucchini'], 'Job': ['accountant', 'freelancer', 'fisherman'], 'Movie-Genre': ['action', 'scientific', 'musical'], 'Music-Genre': ['rock', 'd&b', 'jazz'], 'Nationality': ['chinese', 'russian', 'italian'], 'Pet': ['hedgehog', 'hamster', 'goat']}"
Pt1_7x3_level5-1,"There are 3 different favourite beverages: coffee, hot-chocolate, tea
There 3 different types of food: cherry, mango, spinach
The people have 3 different hobbies: baking, board-games, traveling
The people prefer 3 different music-genres: house, jazz, pop
There are 3 different nationalities: egyptian, italian, polish
3 different pets are kept: hamster, horse, snake
The people use 3 different means of transport: boat, helicopter, jet-ski
 1. the fan of pop is on the left of the owner of the hamster##1
 2. the person who's hobby is baking is somewhere to the right of the fan of house
 3. the person drinking tea is between the person driving the boat and the polish##2
 4. the person who's hobby is traveling is on the left of the person eating mango##1
 5. the person driving the jet-ski is on the left or right of the fan of pop##3
 6. the person eating cherry is on the right of the owner of the horse##1
 7. the person who's hobby is traveling is on the left of the person driving the boat##1
 8. the person drinking hot-chocolate is on the left or right of the person driving the jet-ski##3
 9. the person drinking coffee is the person who's hobby is board-games##1
10. the italian is on the far right##1","{'Beverage': ['coffee', 'tea', 'hot-chocolate'], 'Food': ['spinach', 'cherry', 'mango'], 'Hobby': ['board-games', 'traveling', 'baking'], 'Music-Genre': ['pop', 'house', 'jazz'], 'Nationality': ['polish', 'egyptian', 'italian'], 'Pet': ['horse', 'hamster', 'snake'], 'Transport': ['helicopter', 'jet-ski', 'boat']}"
Pt1_7x3_level5-2,"There 3 different types of food: cherry, garlic, potato
The people have 3 different jobs:  coach, dancer, lawyer
The people perfer 3 different movie-genres: drama, epic, romance
The people prefer 3 different music-genres: indie, pop, rock
3 different pets are kept: ferret, lizard, pony
The people prefer 3 different types of sport: basketball, handball, surfing
The people use 3 different means of transport: airplane, jet-ski, train
 1. the coach is on the left of the person who's sport is basketball##1
 2. the owner of the ferret is the fan of pop##1
 3. the person watching drama movies is on the right of the lawyer##1
 4. the fan of pop is somewhere to the right of the person watching epic movies
 5. the dancer is somewhere to the right of the fan of rock
 6. the person eating potato is on the left or right of the person driving the jet-ski##3
 7. the person eating cherry is on the right of the person driving the train##1
 8. the owner of the pony is the person eating garlic##1
 9. the person driving the jet-ski is on the right of the person who's sport is surfing##1
10. the person eating garlic is on the right of the person watching drama movies##1
11. the person who's sport is basketball is the person watching romance movies##1
12. the lawyer is somewhere to the left of the person who's sport is handball","{'Food': ['potato', 'cherry', 'garlic'], 'Job': ['lawyer', 'coach', 'dancer'], 'Movie-Genre': ['epic', 'drama', 'romance'], 'Music-Genre': ['rock', 'pop', 'indie'], 'Pet': ['lizard', 'ferret', 'pony'], 'Sport': ['surfing', 'handball', 'basketball'], 'Transport': ['train', 'jet-ski', 'airplane']}"
Pt1_7x3_level5-3,"There 3 different types of food: lemon, lime, pear
The people have 3 different jobs:  freelancer, journalist, social-worker
The people perfer 3 different movie-genres: action, fantasy, spy
There are 3 different nationalities: american, russian, thai
3 different pets are kept: fish, frog, turtle
The people prefer 3 different types of sport: golf, rowing, water-polo
The people use 3 different means of transport: bike, boat, snowmobile
 1. the person watching fantasy movies is on the left or right of the freelancer##3
 2. the person driving the bike is somewhere to the left of the person who's sport is rowing
 3. the person who's sport is water-polo is the person watching fantasy movies##1
 4. the person watching spy movies is somewhere to the right of the owner of the turtle
 5. the person eating lemon is the owner of the turtle##1
 6. the owner of the frog is on the far left##1
 7. the person driving the boat is the person eating lime##1
 8. the journalist is on the left or right of the person who's sport is rowing##3
 9. the journalist is between the thai and the person driving the bike##2
10. the social-worker is somewhere to the left of the person driving the snowmobile
11. the social-worker is on the left or right of the russian##3
12. the person watching spy movies is in an odd position##4","{'Food': ['pear', 'lemon', 'lime'], 'Job': ['social-worker', 'journalist', 'freelancer'], 'Movie-Genre': ['action', 'fantasy', 'spy'], 'Nationality': ['american', 'russian', 'thai'], 'Pet': ['frog', 'turtle', 'fish'], 'Sport': ['golf', 'water-polo', 'rowing'], 'Transport': ['bike', 'snowmobile', 'boat']}"
Pt1_7x3_level5-4,"There are 3 different favourite beverages: almond-milk, lemonade, soy-milk
There 3 different types of food: blueberry, cherry, strawberry
The people have 3 different hobbies: hiking, rock-climbing, sudoku
The people have 3 different jobs:  dancer, lawyer, scientist
The people perfer 3 different movie-genres: comedy, fantasy, thriller
There are 3 different nationalities: british, indian, japanese
The people prefer 3 different types of sport: cricket, rugby, volleyball
 1. the british is between the indian and the person watching comedy movies##2
 2. the person watching thriller movies is on the left or right of the person who's hobby is sudoku##3
 3. the person eating cherry is on the far left##1
 4. the person who's sport is cricket is on the left or right of the lawyer##3
 5. the scientist is on the far left##1
 6. the person drinking lemonade is on the left or right of the british##3
 7. the person eating strawberry is somewhere to the right of the person who's hobby is rock-climbing
 8. the person eating strawberry is on the left of the person eating blueberry##1
 9. the person watching fantasy movies is on the right of the person who's sport is cricket##1
10. the person drinking almond-milk is somewhere to the left of the person eating strawberry
11. the indian is the person who's sport is cricket##1
12. the british is the person who's sport is volleyball##1
13. the person who's hobby is sudoku is on the left or right of the person drinking almond-milk##3","{'Beverage': ['almond-milk', 'soy-milk', 'lemonade'], 'Food': ['cherry', 'strawberry', 'blueberry'], 'Hobby': ['rock-climbing', 'sudoku', 'hiking'], 'Job': ['scientist', 'lawyer', 'dancer'], 'Movie-Genre': ['thriller', 'fantasy', 'comedy'], 'Nationality': ['indian', 'british', 'japanese'], 'Sport': ['cricket', 'volleyball', 'rugby']}"
Pt1_7x3_level5-5,"There are 3 different favourite beverages: fanta, iced-tea, juice
The people have 3 different jobs:  coach, dressmaker, manager
The people perfer 3 different movie-genres: drama, musical, sports
The people prefer 3 different music-genres: salsa, soul, techno
There are 3 different nationalities: german, pakistani, spanish
3 different pets are kept: cat, dog, rat
The people prefer 3 different types of sport: baseball, parkour, snowboarding
 1. the fan of salsa is on the left or right of the person watching sports movies##3
 2. the owner of the cat is on the left of the german##1
 3. the person who's sport is snowboarding is somewhere to the left of the person drinking iced-tea
 4. the owner of the rat is between the coach and the person who's sport is parkour##2
 5. the fan of soul is on the left of the manager##1
 6. the person watching musical movies is on the left of the dressmaker##1
 7. the fan of salsa is on the far left##1
 8. the person who's sport is baseball is on the left or right of the person drinking juice##3
 9. the person drinking fanta is on the right of the owner of the cat##1
10. the person who's sport is snowboarding is somewhere to the left of the person who's sport is baseball
11. the spanish is somewhere to the left of the person who's sport is parkour
12. the owner of the rat is the fan of soul##1","{'Beverage': ['juice', 'fanta', 'iced-tea'], 'Job': ['coach', 'dressmaker', 'manager'], 'Movie-Genre': ['musical', 'sports', 'drama'], 'Music-Genre': ['salsa', 'soul', 'techno'], 'Nationality': ['spanish', 'german', 'pakistani'], 'Pet': ['cat', 'rat', 'dog'], 'Sport': ['snowboarding', 'baseball', 'parkour']}"
Pt1_7x3_level5-6,"There are 3 different favourite beverages: coffee, milk, tea
There 3 different types of food: asparagus, raspberry, zucchini
The people have 3 different hobbies: baking, board-games, puzzles
The people perfer 3 different movie-genres: disaster, spy, time-travel
The people prefer 3 different music-genres: jazz, r&b, techno
The people prefer 3 different types of sport: biathlon, skateboarding, swimming
The people use 3 different means of transport: roller, ship, skateboard
 1. the person watching spy movies is on the left or right of the person eating raspberry##3
 2. the fan of jazz is on the far left##1
 3. the person watching disaster movies is on the right of the fan of r&b##1
 4. the person driving the roller is the person drinking coffee##1
 5. the person who's sport is skateboarding is the person eating raspberry##1
 6. the person who's sport is biathlon is somewhere to the left of the person driving the ship
 7. the person drinking tea is on the left of the person who's hobby is board-games##1
 8. the person eating raspberry is in the middle##1
 9. the person eating zucchini is on the right of the person who's hobby is board-games##1
10. the fan of r&b is on the left of the person who's hobby is puzzles##1
11. the person driving the roller is on the left of the fan of techno##1","{'Beverage': ['tea', 'coffee', 'milk'], 'Food': ['asparagus', 'raspberry', 'zucchini'], 'Hobby': ['baking', 'board-games', 'puzzles'], 'Movie-Genre': ['spy', 'time-travel', 'disaster'], 'Music-Genre': ['jazz', 'r&b', 'techno'], 'Sport': ['biathlon', 'skateboarding', 'swimming'], 'Transport': ['skateboard', 'roller', 'ship']}"
Pt1_7x3_level5-7,"There are 3 different favourite beverages: milk, sprite, tea
The people have 3 different hobbies: board-games, magic-tricks, rock-climbing
The people perfer 3 different movie-genres: fantasy, superhero, time-travel
The people prefer 3 different music-genres: pop, r&b, salsa
3 different pets are kept: fish, horse, rat
The people prefer 3 different types of sport: rowing, rugby, volleyball
The people use 3 different means of transport: roller, snowmobile, trike
 1. the person who's sport is rugby is somewhere to the left of the person watching superhero movies
 2. the person who's hobby is board-games is on the far right##1
 3. the person driving the roller is the person drinking tea##1
 4. the person drinking milk is somewhere to the left of the person who's hobby is rock-climbing
 5. the person watching time-travel movies is in the middle##1
 6. the fan of pop is somewhere to the right of the person driving the trike
 7. the person driving the roller is on the left of the owner of the rat##1
 8. the person who's sport is rowing is on the left of the person who's sport is rugby##1
 9. the fan of pop is on the right of the owner of the horse##1
10. the person watching superhero movies is in an odd position##4
11. the person drinking tea is somewhere to the right of the person who's hobby is magic-tricks
12. the person who's sport is rugby is somewhere to the left of the fan of salsa","{'Beverage': ['milk', 'tea', 'sprite'], 'Hobby': ['magic-tricks', 'rock-climbing', 'board-games'], 'Movie-Genre': ['fantasy', 'time-travel', 'superhero'], 'Music-Genre': ['r&b', 'pop', 'salsa'], 'Pet': ['horse', 'fish', 'rat'], 'Sport': ['rowing', 'rugby', 'volleyball'], 'Transport': ['trike', 'roller', 'snowmobile']}"
Pt1_7x3_level5-8,"There 3 different types of food: nectarine, orange, peas
The people have 3 different hobbies: baking, photography, traveling
The people have 3 different jobs:  dancer, journalist, mechanic
There are 3 different nationalities: american, colombian, indian
3 different pets are kept: goat, guinea-pig, pony
The people prefer 3 different types of sport: climbing, cycling, snowboarding
The people use 3 different means of transport: car, scooter, trike
 1. the colombian is between the indian and the american##2
 2. the person who's sport is cycling is on the left or right of the person who's hobby is traveling##3
 3. the owner of the goat is on the left of the person who's hobby is photography##1
 4. the person who's sport is cycling is on the far left##1
 5. the owner of the guinea-pig is somewhere to the right of the person driving the car
 6. the dancer is the person eating orange##1
 7. the person who's sport is climbing is in an odd position##4
 8. the person driving the car is somewhere to the left of the colombian
 9. the owner of the guinea-pig is in an odd position##4
10. the person eating peas is on the left of the person who's hobby is traveling##1
11. the person driving the trike is between the american and the person who's sport is climbing##2
12. the person who's sport is climbing is somewhere to the right of the mechanic
13. the owner of the pony is on the left of the person eating orange##1","{'Food': ['peas', 'orange', 'nectarine'], 'Hobby': ['baking', 'traveling', 'photography'], 'Job': ['mechanic', 'dancer', 'journalist'], 'Nationality': ['american', 'colombian', 'indian'], 'Pet': ['pony', 'goat', 'guinea-pig'], 'Sport': ['cycling', 'snowboarding', 'climbing'], 'Transport': ['car', 'trike', 'scooter']}"
Pt1_7x3_level5-9,"There are 3 different favourite beverages: fanta, milk, mirinda
There 3 different types of food: asparagus, grapefruit, raspberry
The people have 3 different hobbies: camping, puzzles, writing
The people perfer 3 different movie-genres: fantasy, martial-arts, time-travel
The people prefer 3 different music-genres: reggae, soul, trance
There are 3 different nationalities: chinese, indian, polish
3 different pets are kept: dog, pony, rat
 1. the indian is the fan of soul##1
 2. the owner of the pony is the owner of the pony##1
 3. the polish is on the far right##1
 4. the person drinking fanta is on the right of the fan of trance##1
 5. the person eating asparagus is on the left or right of the fan of soul##3
 6. the person eating asparagus is on the left or right of the owner of the rat##3
 7. the person watching time-travel movies is between the person eating grapefruit and the person who's hobby is puzzles##2
 8. the person eating asparagus is on the left or right of the owner of the rat##3
 9. the owner of the pony is the fan of reggae##1
10. the fan of soul is somewhere to the right of the person drinking milk
11. the person watching fantasy movies is somewhere to the left of the person watching martial-arts movies
12. the fan of soul is somewhere to the left of the person who's hobby is writing","{'Beverage': ['milk', 'fanta', 'mirinda'], 'Food': ['asparagus', 'raspberry', 'grapefruit'], 'Hobby': ['puzzles', 'camping', 'writing'], 'Movie-Genre': ['fantasy', 'time-travel', 'martial-arts'], 'Music-Genre': ['trance', 'soul', 'reggae'], 'Nationality': ['chinese', 'indian', 'polish'], 'Pet': ['dog', 'rat', 'pony']}"
