ID,Clues,SolutionGrid
Pt1_5x6_level5-0,"There 6 different types of food: apple, banana, cranberry, eggplant, kiwi, spinach
The people have 6 different hobbies: drawing, filmmaking, fishing, gardening, reading, traveling
There are 6 different nationalities: canadian, chinese, dutch, egyptian, italian, nigerian
6 different pets are kept: dog, fish, frog, guinea-pig, horse, pony
The people prefer 6 different types of sport: cycling, golf, handball, skateboarding, surfing, swimming
 1. the owner of the pony is in an even position##4
 2. the owner of the pony is the person eating kiwi##1
 3. the owner of the fish is somewhere to the right of the person eating cranberry
 4. the owner of the horse is somewhere to the right of the person who's hobby is filmmaking
 5. the person who's hobby is reading is the person who's sport is swimming##1
 6. the person who's hobby is drawing is the person eating cranberry##1
 7. the italian is somewhere to the right of the person who's sport is surfing
 8. the dutch is somewhere to the right of the owner of the fish
 9. the owner of the horse is somewhere to the right of the person eating banana
10. the person eating cranberry is on the left or right of the owner of the dog##3
11. the egyptian is between the person who's hobby is reading and the owner of the fish##2
12. the nigerian is the person who's hobby is fishing##1
13. the canadian is somewhere to the left of the person who's hobby is drawing
14. the person eating spinach is somewhere to the left of the canadian
15. the person who's sport is golf is the person who's hobby is gardening##1
16. the egyptian is somewhere to the right of the owner of the dog
17. the person eating kiwi is somewhere to the left of the person who's hobby is traveling
18. the person eating kiwi is somewhere to the right of the owner of the frog
19. the italian is in an odd position##4
20. the person who's sport is skateboarding is somewhere to the right of the person eating spinach
21. the canadian is on the left of the person eating apple##1
22. the person who's sport is cycling is on the right of the person who's sport is handball##1
23. the person who's sport is handball is on the left or right of the person who's hobby is traveling##3
24. the italian is in an odd position##4
25. the person who's hobby is drawing is somewhere to the right of the person eating apple
26. the person who's hobby is gardening is on the left or right of the person who's sport is surfing##3
27. the person who's sport is skateboarding is on the left of the chinese##1
28. the person who's sport is cycling is on the left or right of the owner of the fish##3","{'Food': ['spinach', 'kiwi', 'apple', 'cranberry', 'banana', 'eggplant'], 'Hobby': ['fishing', 'gardening', 'reading', 'drawing', 'filmmaking', 'traveling'], 'Nationality': ['nigerian', 'canadian', 'italian', 'egyptian', 'chinese', 'dutch'], 'Pet': ['frog', 'pony', 'dog', 'guinea-pig', 'fish', 'horse'], 'Sport': ['surfing', 'golf', 'swimming', 'skateboarding', 'handball', 'cycling']}"
Pt1_5x6_level5-1,"There 6 different types of food: broccoli, corn, nectarine, plum, raspberry, watermelon
The people perfer 6 different movie-genres: documentary, family, mystery, satire, superhero, thriller
The people prefer 6 different music-genres: classical, house, jazz, r&b, salsa, techno
There are 6 different nationalities: american, argentine, dutch, french, indonesian, spanish
The people use 6 different means of transport: car, jet-ski, skateboard, train, trike, van
 1. the person eating corn is somewhere to the right of the american
 2. the fan of house is on the left or right of the indonesian##3
 3. the dutch is somewhere to the right of the fan of classical
 4. the fan of techno is the person eating plum##1
 5. the person watching superhero movies is on the left of the person driving the van##1
 6. the spanish is on the left or right of the person eating plum##3
 7. the fan of jazz is on the left of the person watching superhero movies##1
 8. the indonesian is on the right of the person driving the jet-ski##1
 9. the person watching satire movies is somewhere to the right of the person driving the jet-ski
10. the person eating broccoli is on the left of the fan of r&b##1
11. the fan of jazz is somewhere to the left of the person eating watermelon
12. the argentine is on the left or right of the fan of classical##3
13. the person driving the van is on the right of the person driving the car##1
14. the fan of house is somewhere to the left of the person eating raspberry
15. the person driving the skateboard is somewhere to the right of the person driving the trike
16. the person watching thriller movies is on the left or right of the american##3
17. the fan of salsa is somewhere to the left of the person eating raspberry
18. the french is on the left of the person eating watermelon##1
19. the person watching documentary movies is on the left or right of the person eating watermelon##3
20. the person watching documentary movies is somewhere to the left of the indonesian
21. the person eating corn is in an odd position##4
22. the person driving the trike is the person eating nectarine##1
23. the argentine is on the left or right of the person driving the van##3
24. the person eating corn is on the right of the person watching superhero movies##1
25. the fan of classical is on the left or right of the person driving the train##3
26. the person driving the skateboard is somewhere to the right of the fan of classical
27. the french is somewhere to the left of the person eating broccoli
28. the fan of techno is somewhere to the left of the argentine
29. the person eating plum is on the right of the person watching mystery movies##1
30. the french is on the left or right of the fan of techno##3
31. the french is in an odd position##4","{'Food': ['nectarine', 'plum', 'corn', 'watermelon', 'broccoli', 'raspberry'], 'Movie-Genre': ['mystery', 'superhero', 'thriller', 'family', 'documentary', 'satire'], 'Music-Genre': ['jazz', 'techno', 'classical', 'salsa', 'house', 'r&b'], 'Nationality': ['spanish', 'american', 'french', 'argentine', 'dutch', 'indonesian'], 'Transport': ['trike', 'car', 'van', 'train', 'jet-ski', 'skateboard']}"
Pt1_5x6_level5-2,"There 6 different types of food: carrot, kale, nectarine, pear, potato, spinach
The people have 6 different jobs:  firefighter, mechanic, project-manager, software-developer, teacher, videographer
The people prefer 6 different music-genres: blues, electronic, jazz, pop, rock, soul
There are 6 different nationalities: british, colombian, egyptian, german, italian, japanese
The people prefer 6 different types of sport: badminton, cricket, golf, lacrosse, snowboarding, soccer
 1. the videographer is in an odd position##4
 2. the firefighter is on the far left##1
 3. the person who's sport is lacrosse is on the right of the italian##1
 4. the british is on the left of the german##1
 5. the person eating carrot is on the left of the fan of electronic##1
 6. the person eating carrot is somewhere to the left of the fan of electronic
 7. the person who's sport is badminton is somewhere to the left of the person eating potato
 8. the egyptian is on the far right##1
 9. the fan of jazz is on the left of the person who's sport is golf##1
10. the fan of blues is on the right of the person who's sport is badminton##1
11. the person who's sport is cricket is somewhere to the left of the person who's sport is snowboarding
12. the egyptian is on the right of the fan of soul##1
13. the colombian is the person who's sport is lacrosse##1
14. the fan of pop is somewhere to the left of the fan of soul
15. the person who's sport is soccer is the project-manager##1
16. the person eating potato is on the right of the fan of pop##1
17. the person who's sport is cricket is somewhere to the right of the fan of pop
18. the british is on the left of the person who's sport is golf##1
19. the person who's sport is badminton is somewhere to the left of the person eating kale
20. the person eating carrot is the fan of soul##1
21. the mechanic is on the far left or far right##3
22. the italian is somewhere to the left of the fan of jazz
23. the person who's sport is golf is somewhere to the right of the fan of jazz
24. the person eating carrot is on the left or right of the software-developer##3
25. the person eating pear is the software-developer##1
26. the person eating spinach is on the left of the person who's sport is golf##1
27. the project-manager is somewhere to the right of the videographer
28. the german is somewhere to the right of the person eating nectarine
29. the person who's sport is badminton is on the far left##1","{'Food': ['nectarine', 'potato', 'spinach', 'pear', 'carrot', 'kale'], 'Job': ['firefighter', 'teacher', 'videographer', 'software-developer', 'project-manager', 'mechanic'], 'Music-Genre': ['pop', 'blues', 'jazz', 'rock', 'soul', 'electronic'], 'Nationality': ['italian', 'colombian', 'british', 'german', 'japanese', 'egyptian'], 'Sport': ['badminton', 'lacrosse', 'cricket', 'golf', 'soccer', 'snowboarding']}"
Pt1_5x6_level5-3,"There are 6 different favourite beverages: cola, fanta, lemonade, mirinda, sprite, water
There 6 different types of food: apple, cherry, garlic, lime, orange, peas
The people have 6 different jobs:  electrician, journalist, lawyer, nurse, pilot, social-worker
There are 6 different nationalities: argentine, chinese, egyptian, french, german, russian
The people prefer 6 different types of sport: climbing, handball, ice-hockey, lacrosse, sailing, snowboarding
 1. the person eating apple is somewhere to the left of the social-worker
 2. the person who's sport is ice-hockey is somewhere to the right of the electrician
 3. the electrician is in an even position##4
 4. the person drinking fanta is on the left or right of the argentine##3
 5. the person drinking fanta is somewhere to the right of the person drinking mirinda
 6. the person drinking fanta is on the left of the person eating lime##1
 7. the person who's sport is snowboarding is somewhere to the left of the person who's sport is ice-hockey
 8. the person drinking cola is somewhere to the left of the egyptian
 9. the french is somewhere to the left of the person eating lime
10. the egyptian is between the person who's sport is snowboarding and the person who's sport is lacrosse##2
11. the person who's sport is handball is on the far right##1
12. the german is on the far left or far right##3
13. the nurse is on the right of the russian##1
14. the person who's sport is climbing is somewhere to the left of the journalist
15. the argentine is on the right of the person drinking mirinda##1
16. the argentine is on the left or right of the person who's sport is ice-hockey##3
17. the person who's sport is sailing is on the left or right of the social-worker##3
18. the person drinking sprite is on the far left or far right##3
19. the person who's sport is sailing is between the person eating peas and the russian##2
20. the nurse is on the right of the social-worker##1
21. the pilot is in an even position##4
22. the person who's sport is lacrosse is somewhere to the left of the person who's sport is snowboarding
23. the person drinking fanta is in an odd position##4
24. the person eating garlic is on the right of the nurse##1
25. the person drinking mirinda is on the right of the person who's sport is sailing##1
26. the person drinking fanta is somewhere to the left of the person drinking sprite
27. the person drinking lemonade is between the social-worker and the french##2
28. the person eating garlic is somewhere to the right of the person who's sport is sailing
29. the person eating cherry is on the left or right of the person eating garlic##3
30. the egyptian is somewhere to the left of the journalist
31. the person drinking water is the nurse##1","{'Beverage': ['cola', 'lemonade', 'mirinda', 'water', 'fanta', 'sprite'], 'Food': ['peas', 'apple', 'orange', 'cherry', 'garlic', 'lime'], 'Job': ['lawyer', 'electrician', 'social-worker', 'nurse', 'journalist', 'pilot'], 'Nationality': ['french', 'egyptian', 'russian', 'argentine', 'chinese', 'german'], 'Sport': ['lacrosse', 'sailing', 'snowboarding', 'climbing', 'ice-hockey', 'handball']}"
Pt1_5x6_level5-4,"The people have 6 different hobbies: drawing, fishing, reading, skydiving, video-games, woodworking
The people have 6 different jobs:  engineer, manager, musician, photographer, pilot, project-manager
The people prefer 6 different music-genres: classical, country, d&b, indie, metal, pop
There are 6 different nationalities: brazilian, chinese, colombian, italian, mexican, thai
The people use 6 different means of transport: airplane, bike, boat, bus, helicopter, skateboard
 1. the person driving the skateboard is somewhere to the right of the person driving the boat
 2. the fan of country is on the right of the person driving the airplane##1
 3. the colombian is in an even position##4
 4. the person who's hobby is skydiving is somewhere to the left of the person who's hobby is woodworking
 5. the person driving the skateboard is somewhere to the right of the project-manager
 6. the person who's hobby is reading is between the project-manager and the fan of country##2
 7. the fan of classical is somewhere to the right of the mexican
 8. the fan of classical is in an odd position##4
 9. the manager is somewhere to the right of the person driving the bike
10. the person driving the helicopter is on the left or right of the fan of pop##3
11. the italian is on the far left or far right##3
12. the fan of indie is on the right of the fan of country##1
13. the colombian is somewhere to the right of the person driving the bus
14. the person who's hobby is woodworking is between the person driving the boat and the chinese##2
15. the pilot is in an odd position##4
16. the musician is on the left or right of the italian##3
17. the person driving the bus is between the fan of indie and the fan of d&b##2
18. the engineer is on the left or right of the person driving the boat##3
19. the italian is somewhere to the left of the person driving the airplane
20. the photographer is the person who's hobby is fishing##1
21. the thai is the person driving the bus##1
22. the project-manager is the person who's hobby is woodworking##1
23. the photographer is on the right of the fan of country##1
24. the person driving the boat is somewhere to the right of the person driving the helicopter
25. the person who's hobby is woodworking is somewhere to the right of the mexican
26. the person driving the boat is the person who's hobby is drawing##1","{'Hobby': ['skydiving', 'drawing', 'woodworking', 'reading', 'video-games', 'fishing'], 'Job': ['engineer', 'musician', 'project-manager', 'manager', 'pilot', 'photographer'], 'Music-Genre': ['metal', 'pop', 'classical', 'd&b', 'country', 'indie'], 'Nationality': ['italian', 'mexican', 'brazilian', 'chinese', 'thai', 'colombian'], 'Transport': ['helicopter', 'boat', 'bike', 'airplane', 'bus', 'skateboard']}"
Pt1_5x6_level5-5,"There are 6 different favourite beverages: almond-milk, hot-chocolate, juice, mirinda, tea, water
The people have 6 different hobbies: baking, filmmaking, magic-tricks, puzzles, traveling, woodworking
The people prefer 6 different music-genres: d&b, electronic, funk, reggae, salsa, soul
6 different pets are kept: bird, fish, goldfish, lizard, mouse, rabbit
The people prefer 6 different types of sport: badminton, handball, skateboarding, skiing, surfing, weightlifting
 1. the person drinking mirinda is somewhere to the left of the owner of the mouse
 2. the person drinking tea is on the far left or far right##3
 3. the owner of the fish is somewhere to the right of the owner of the mouse
 4. the person who's sport is skiing is the person drinking hot-chocolate##1
 5. the person who's sport is weightlifting is somewhere to the left of the person who's sport is surfing
 6. the person who's sport is handball is on the left or right of the person who's sport is badminton##3
 7. the person who's hobby is puzzles is somewhere to the right of the owner of the goldfish
 8. the person who's sport is skateboarding is the person who's hobby is woodworking##1
 9. the person drinking juice is somewhere to the left of the person who's hobby is baking
10. the owner of the bird is on the left or right of the person who's sport is skiing##3
11. the person drinking water is somewhere to the left of the owner of the rabbit
12. the owner of the bird is on the left or right of the fan of soul##3
13. the person drinking almond-milk is the person who's hobby is magic-tricks##1
14. the person who's sport is weightlifting is somewhere to the right of the person who's sport is badminton
15. the person drinking almond-milk is somewhere to the right of the fan of soul
16. the person who's sport is weightlifting is the person who's sport is weightlifting##1
17. the person who's hobby is filmmaking is in an even position##4
18. the fan of reggae is somewhere to the left of the person drinking mirinda
19. the owner of the lizard is somewhere to the right of the person who's sport is handball
20. the person who's sport is skateboarding is the owner of the goldfish##1
21. the owner of the fish is on the right of the fan of d&b##1
22. the person who's hobby is filmmaking is somewhere to the left of the fan of d&b
23. the fan of salsa is somewhere to the right of the fan of reggae
24. the person who's sport is skiing is on the left of the person drinking tea##1
25. the person who's hobby is magic-tricks is on the right of the person who's hobby is puzzles##1
26. the person drinking juice is on the left or right of the person drinking mirinda##3
27. the person who's hobby is baking is on the left of the owner of the fish##1
28. the person who's sport is skiing is somewhere to the left of the fan of funk
29. the person drinking water is somewhere to the left of the owner of the bird
30. the person who's hobby is filmmaking is the fan of reggae##1","{'Beverage': ['water', 'juice', 'mirinda', 'almond-milk', 'hot-chocolate', 'tea'], 'Hobby': ['woodworking', 'filmmaking', 'puzzles', 'magic-tricks', 'baking', 'traveling'], 'Music-Genre': ['electronic', 'reggae', 'soul', 'salsa', 'd&b', 'funk'], 'Pet': ['goldfish', 'rabbit', 'lizard', 'bird', 'mouse', 'fish'], 'Sport': ['skateboarding', 'handball', 'badminton', 'weightlifting', 'skiing', 'surfing']}"
Pt1_5x6_level5-6,"There 6 different types of food: artichoke, asparagus, cranberry, lettuce, mango, peas
The people have 6 different jobs:  fisherman, journalist, musician, photographer, social-worker, teacher
The people perfer 6 different movie-genres: adventure, crime, epic, mystery, sports, zombie
The people prefer 6 different types of sport: biathlon, cricket, cycling, rugby, soccer, surfing
The people use 6 different means of transport: airplane, car, ship, skateboard, taxi, van
 1. the person who's sport is surfing is on the left or right of the person who's sport is cycling##3
 2. the journalist is on the left of the person driving the airplane##1
 3. the person watching zombie movies is somewhere to the right of the person driving the airplane
 4. the person watching crime movies is somewhere to the right of the person driving the airplane
 5. the person eating artichoke is somewhere to the left of the person eating cranberry
 6. the fisherman is the person driving the car##1
 7. the person driving the skateboard is on the far right##1
 8. the person watching adventure movies is somewhere to the right of the person eating mango
 9. the person eating artichoke is on the right of the person watching epic movies##1
10. the person who's sport is biathlon is the journalist##1
11. the person eating lettuce is somewhere to the right of the person driving the van
12. the person eating cranberry is on the left or right of the person eating lettuce##3
13. the person eating artichoke is in an odd position##4
14. the person eating artichoke is between the person watching sports movies and the person who's sport is soccer##2
15. the person driving the car is somewhere to the right of the person driving the airplane
16. the person watching epic movies is somewhere to the left of the person eating cranberry
17. the person driving the car is on the left or right of the person driving the airplane##3
18. the person eating asparagus is the person who's sport is biathlon##1
19. the person who's sport is rugby is somewhere to the right of the person eating cranberry
20. the person who's sport is soccer is somewhere to the left of the person watching crime movies
21. the person watching zombie movies is somewhere to the left of the person who's sport is surfing
22. the person eating mango is on the right of the person who's sport is biathlon##1
23. the person driving the ship is somewhere to the right of the person eating asparagus
24. the social-worker is the person eating mango##1
25. the person driving the van is the photographer##1
26. the fisherman is somewhere to the left of the person watching sports movies
27. the person watching zombie movies is on the left of the person who's sport is cycling##1
28. the musician is on the left or right of the person driving the car##3
29. the person watching crime movies is on the left or right of the person driving the skateboard##3","{'Food': ['asparagus', 'mango', 'artichoke', 'peas', 'cranberry', 'lettuce'], 'Job': ['journalist', 'social-worker', 'fisherman', 'musician', 'photographer', 'teacher'], 'Movie-Genre': ['mystery', 'epic', 'zombie', 'sports', 'crime', 'adventure'], 'Sport': ['biathlon', 'soccer', 'cricket', 'cycling', 'surfing', 'rugby'], 'Transport': ['taxi', 'airplane', 'car', 'ship', 'van', 'skateboard']}"
Pt1_5x6_level5-7,"There 6 different types of food: corn, grapefruit, mango, papaya, pear, plum
The people have 6 different hobbies: board-games, camping, gardening, photography, traveling, woodworking
The people have 6 different jobs:  chef, designer, electrician, manager, mechanic, videographer
There are 6 different nationalities: american, australian, brazilian, french, polish, turkish
The people use 6 different means of transport: bike, boat, helicopter, ship, subway, train
 1. the person driving the helicopter is on the left of the person driving the train##1
 2. the person who's hobby is photography is somewhere to the right of the polish
 3. the american is on the left or right of the person eating corn##3
 4. the french is the person eating pear##1
 5. the person eating plum is somewhere to the left of the person eating pear
 6. the brazilian is on the left of the person who's hobby is woodworking##1
 7. the person eating mango is on the far left or far right##3
 8. the polish is on the left of the chef##1
 9. the person who's hobby is traveling is somewhere to the right of the mechanic
10. the electrician is on the left or right of the person driving the ship##3
11. the designer is in an odd position##4
12. the person driving the subway is on the left or right of the videographer##3
13. the person eating plum is the turkish##1
14. the french is on the left of the person who's hobby is camping##1
15. the manager is somewhere to the left of the person who's hobby is photography
16. the person who's hobby is board-games is in an even position##4
17. the person driving the bike is on the right of the manager##1
18. the turkish is on the left of the person driving the subway##1
19. the person eating grapefruit is the polish##1
20. the person eating corn is somewhere to the left of the person driving the helicopter
21. the designer is somewhere to the left of the videographer
22. the person driving the bike is somewhere to the right of the person who's hobby is camping
23. the chef is somewhere to the right of the person who's hobby is woodworking
24. the american is on the left or right of the brazilian##3
25. the person driving the helicopter is on the right of the person who's hobby is woodworking##1
26. the person driving the helicopter is the person driving the helicopter##1
27. the person who's hobby is traveling is on the left of the person eating grapefruit##1","{'Food': ['plum', 'corn', 'papaya', 'pear', 'grapefruit', 'mango'], 'Hobby': ['gardening', 'board-games', 'woodworking', 'traveling', 'camping', 'photography'], 'Job': ['designer', 'mechanic', 'videographer', 'electrician', 'manager', 'chef'], 'Nationality': ['turkish', 'brazilian', 'american', 'french', 'polish', 'australian'], 'Transport': ['boat', 'subway', 'ship', 'helicopter', 'train', 'bike']}"
Pt1_5x6_level5-8,"There are 6 different favourite beverages: 7up, hot-chocolate, juice, lemonade, tea, water
There 6 different types of food: asparagus, eggplant, lime, mango, radish, raspberry
There are 6 different nationalities: brazilian, chinese, french, malaysian, nigerian, russian
6 different pets are kept: chinchilla, dog, guinea-pig, horse, lizard, mouse
The people prefer 6 different types of sport: baseball, biathlon, golf, lacrosse, skiing, water-polo
 1. the owner of the horse is on the far left##1
 2. the person who's sport is lacrosse is the french##1
 3. the russian is on the left or right of the person who's sport is skiing##3
 4. the person drinking juice is on the left or right of the person eating asparagus##3
 5. the owner of the guinea-pig is on the far right##1
 6. the person drinking water is the person eating eggplant##1
 7. the person eating asparagus is somewhere to the right of the person drinking lemonade
 8. the person eating radish is on the far left or far right##3
 9. the person eating eggplant is on the far left or far right##3
10. the person eating lime is somewhere to the right of the person drinking 7up
11. the person drinking lemonade is in an even position##4
12. the french is on the left of the chinese##1
13. the owner of the dog is somewhere to the left of the person drinking tea
14. the person eating mango is somewhere to the left of the owner of the chinchilla
15. the nigerian is somewhere to the left of the person who's sport is golf
16. the person eating radish is on the far right##1
17. the person drinking water is on the far left or far right##3
18. the owner of the chinchilla is on the left of the russian##1
19. the owner of the lizard is in an even position##4
20. the person drinking hot-chocolate is on the right of the russian##1
21. the person who's sport is baseball is on the left or right of the person eating raspberry##3
22. the person eating asparagus is somewhere to the right of the person eating lime
23. the owner of the guinea-pig is the person who's sport is golf##1
24. the owner of the dog is the russian##1
25. the russian is on the right of the malaysian##1
26. the chinese is in an even position##4
27. the person who's sport is water-polo is on the left or right of the person who's sport is lacrosse##3
28. the person eating mango is somewhere to the left of the malaysian
29. the person who's sport is water-polo is somewhere to the left of the person eating lime
30. the person who's sport is baseball is on the left or right of the person eating raspberry##3
31. the person drinking juice is between the person eating asparagus and the person who's sport is biathlon##2","{'Beverage': ['water', 'lemonade', '7up', 'juice', 'hot-chocolate', 'tea'], 'Food': ['eggplant', 'mango', 'raspberry', 'lime', 'asparagus', 'radish'], 'Nationality': ['french', 'chinese', 'malaysian', 'russian', 'nigerian', 'brazilian'], 'Pet': ['horse', 'lizard', 'chinchilla', 'dog', 'mouse', 'guinea-pig'], 'Sport': ['lacrosse', 'water-polo', 'biathlon', 'baseball', 'skiing', 'golf']}"
Pt1_5x6_level5-9,"There 6 different types of food: asparagus, cherry, kiwi, nectarine, onion, pear
The people have 6 different hobbies: cooking, dancing, gardening, reading, rock-climbing, traveling
The people have 6 different jobs:  architect, engineer, social-worker, software-developer, teacher, videographer
There are 6 different nationalities: canadian, italian, japanese, nigerian, polish, spanish
6 different pets are kept: guinea-pig, hamster, hedgehog, lizard, mouse, turtle
 1. the person eating kiwi is on the left or right of the person who's hobby is rock-climbing##3
 2. the person who's hobby is dancing is on the left or right of the software-developer##3
 3. the person who's hobby is reading is on the right of the teacher##1
 4. the person who's hobby is traveling is on the left of the architect##1
 5. the person who's hobby is traveling is somewhere to the right of the teacher
 6. the person eating nectarine is somewhere to the left of the person eating cherry
 7. the owner of the mouse is the person who's hobby is gardening##1
 8. the person who's hobby is reading is on the left or right of the person eating nectarine##3
 9. the japanese is on the far left##1
10. the social-worker is on the left or right of the videographer##3
11. the owner of the hamster is on the left of the social-worker##1
12. the person eating pear is the spanish##1
13. the architect is on the right of the person eating cherry##1
14. the person who's hobby is gardening is somewhere to the right of the owner of the hamster
15. the polish is somewhere to the left of the owner of the hedgehog
16. the owner of the turtle is on the left of the person eating kiwi##1
17. the engineer is on the left or right of the person who's hobby is dancing##3
18. the owner of the lizard is the person who's hobby is cooking##1
19. the teacher is on the left or right of the software-developer##3
20. the person who's hobby is reading is somewhere to the right of the owner of the lizard
21. the person eating nectarine is the owner of the turtle##1
22. the person eating pear is on the far left or far right##3
23. the person who's hobby is gardening is on the right of the person eating cherry##1
24. the owner of the hedgehog is on the left or right of the software-developer##3
25. the person who's hobby is cooking is the engineer##1
26. the canadian is in an odd position##4
27. the person eating asparagus is on the far left##1
28. the videographer is on the left of the spanish##1
29. the japanese is on the left of the teacher##1
30. the italian is between the person who's hobby is traveling and the nigerian##2
31. the person who's hobby is reading is on the left or right of the owner of the turtle##3","{'Food': ['asparagus', 'nectarine', 'kiwi', 'onion', 'cherry', 'pear'], 'Hobby': ['cooking', 'dancing', 'reading', 'rock-climbing', 'traveling', 'gardening'], 'Job': ['engineer', 'teacher', 'software-developer', 'social-worker', 'videographer', 'architect'], 'Nationality': ['japanese', 'polish', 'nigerian', 'italian', 'canadian', 'spanish'], 'Pet': ['lizard', 'turtle', 'hamster', 'hedgehog', 'guinea-pig', 'mouse']}"
