ID,Clues,SolutionGrid
Pt1_6x3_level4-0,"There 3 different types of food: broccoli, papaya, spinach
The people have 3 different jobs:  accountant, dressmaker, software-developer
The people prefer 3 different music-genres: disco, r&b, rock
3 different pets are kept: chinchilla, goldfish, rat
The people prefer 3 different types of sport: golf, skateboarding, tennis
The people use 3 different means of transport: boat, train, van
 1. the person eating papaya is on the left or right of the person eating spinach##3
 2. the person driving the boat is on the left or right of the person who's sport is skateboarding##3
 3. the dressmaker is on the right of the fan of rock##1
 4. the person eating papaya is the fan of r&b##1
 5. the owner of the chinchilla is on the right of the person who's sport is tennis##1
 6. the dressmaker is on the far left or far right##3
 7. the accountant is the person eating broccoli##1
 8. the person driving the boat is the owner of the goldfish##1
 9. the person eating spinach is between the owner of the goldfish and the person driving the van##2
10. the person driving the boat is in an odd position
11. the accountant is the owner of the rat##1
12. the software-developer is the person driving the train##1","{'Food': ['broccoli', 'spinach', 'papaya'], 'Job': ['accountant', 'software-developer', 'dressmaker'], 'Music-Genre': ['disco', 'rock', 'r&b'], 'Pet': ['rat', 'chinchilla', 'goldfish'], 'Sport': ['tennis', 'skateboarding', 'golf'], 'Transport': ['van', 'train', 'boat']}"
Pt1_6x3_level4-1,"There are 3 different favourite beverages: iced-tea, lemonade, milk
There 3 different types of food: kiwi, orange, peach
The people perfer 3 different movie-genres: crime, disaster, documentary
The people prefer 3 different music-genres: ambient, r&b, trance
3 different pets are kept: hedgehog, mouse, snake
The people use 3 different means of transport: skateboard, subway, trike
 1. the person eating kiwi is the person watching documentary movies##1
 2. the person drinking iced-tea is on the left of the person driving the trike##1
 3. the fan of r&b is in an odd position
 4. the person eating peach is the fan of ambient##1
 5. the person driving the trike is between the person eating kiwi and the person watching crime movies##2
 6. the owner of the hedgehog is between the person eating orange and the person driving the skateboard##2
 7. the person drinking milk is the owner of the mouse##1
 8. the person eating kiwi is on the right of the person eating peach##1
 9. the person eating orange is on the far left or far right##3
10. the fan of trance is the person watching crime movies##1","{'Beverage': ['iced-tea', 'lemonade', 'milk'], 'Food': ['orange', 'peach', 'kiwi'], 'Movie-Genre': ['crime', 'disaster', 'documentary'], 'Music-Genre': ['trance', 'ambient', 'r&b'], 'Pet': ['snake', 'hedgehog', 'mouse'], 'Transport': ['subway', 'trike', 'skateboard']}"
Pt1_6x3_level4-2,"There are 3 different favourite beverages: 7up, juice, tea
There 3 different types of food: apricot, eggplant, raspberry
The people have 3 different hobbies: baking, gardening, magic-tricks
The people have 3 different jobs:  chef, entrepreneur, scientist
The people perfer 3 different movie-genres: fantasy, mystery, western
3 different pets are kept: cat, pony, rat
 1. the chef is on the left or right of the person drinking juice##3
 2. the scientist is the person eating raspberry##1
 3. the person watching mystery movies is the person drinking juice##1
 4. the owner of the cat is on the far left or far right##3
 5. the person eating apricot is between the person who's hobby is gardening and the owner of the pony##2
 6. the person eating raspberry is on the right of the person drinking 7up##1
 7. the person drinking juice is in an odd position
 8. the person watching mystery movies is on the left or right of the person watching western movies##3
 9. the scientist is on the far right##1
10. the person who's hobby is magic-tricks is in an odd position
11. the person who's hobby is gardening is the entrepreneur##1
12. the person watching mystery movies is on the far left##1
13. the person who's hobby is baking is on the left or right of the owner of the pony##3","{'Beverage': ['juice', '7up', 'tea'], 'Food': ['eggplant', 'apricot', 'raspberry'], 'Hobby': ['gardening', 'baking', 'magic-tricks'], 'Job': ['entrepreneur', 'chef', 'scientist'], 'Movie-Genre': ['mystery', 'western', 'fantasy'], 'Pet': ['cat', 'rat', 'pony']}"
Pt1_6x3_level4-3,"There are 3 different favourite beverages: fanta, iced-tea, sprite
The people have 3 different hobbies: cooking, magic-tricks, reading
The people perfer 3 different movie-genres: adventure, disaster, documentary
The people prefer 3 different music-genres: d&b, gospel, soul
There are 3 different nationalities: british, mexican, spanish
The people prefer 3 different types of sport: baseball, golf, sailing
 1. the person watching disaster movies is on the right of the person watching documentary movies##1
 2. the person drinking fanta is on the right of the person who's hobby is cooking##1
 3. the person who's hobby is cooking is on the left of the person who's sport is golf##1
 4. the fan of soul is on the far right##1
 5. the fan of d&b is between the person who's sport is golf and the person who's hobby is reading##2
 6. the mexican is on the far right##1
 7. the person drinking iced-tea is on the left or right of the person drinking sprite##3
 8. the person watching adventure movies is the person who's sport is baseball##1
 9. the british is in an odd position
10. the spanish is in an even position
11. the mexican is on the far left or far right##3
12. the person who's hobby is reading is the person drinking iced-tea##1","{'Beverage': ['iced-tea', 'sprite', 'fanta'], 'Hobby': ['reading', 'cooking', 'magic-tricks'], 'Movie-Genre': ['adventure', 'documentary', 'disaster'], 'Music-Genre': ['gospel', 'd&b', 'soul'], 'Nationality': ['british', 'spanish', 'mexican'], 'Sport': ['baseball', 'sailing', 'golf']}"
Pt1_6x3_level4-4,"The people have 3 different hobbies: cooking, fishing, photography
The people have 3 different jobs:  architect, lawyer, photographer
The people perfer 3 different movie-genres: drama, fantasy, martial-arts
The people prefer 3 different music-genres: electronic, funk, techno
There are 3 different nationalities: argentine, australian, german
The people prefer 3 different types of sport: basketball, rowing, tennis
 1. the person watching drama movies is in an even position
 2. the person who's hobby is fishing is on the right of the australian##1
 3. the lawyer is the fan of techno##1
 4. the architect is on the left of the argentine##1
 5. the argentine is on the far left or far right##3
 6. the person who's hobby is fishing is on the right of the photographer##1
 7. the person who's sport is tennis is in the middle##1
 8. the fan of funk is on the left of the person who's hobby is photography##1
 9. the german is between the person watching fantasy movies and the person who's hobby is cooking##2
10. the person who's sport is rowing is on the far left##1","{'Hobby': ['cooking', 'fishing', 'photography'], 'Job': ['photographer', 'architect', 'lawyer'], 'Movie-Genre': ['martial-arts', 'drama', 'fantasy'], 'Music-Genre': ['electronic', 'funk', 'techno'], 'Nationality': ['australian', 'german', 'argentine'], 'Sport': ['rowing', 'tennis', 'basketball']}"
Pt1_6x3_level4-5,"The people have 3 different jobs:  dressmaker, freelancer, police-officer
The people perfer 3 different movie-genres: animation, family, time-travel
The people prefer 3 different music-genres: dubstep, electronic, jazz
There are 3 different nationalities: american, spanish, thai
3 different pets are kept: lizard, rat, snake
The people use 3 different means of transport: airplane, motorbike, scooter
 1. the fan of electronic is between the person driving the airplane and the person driving the motorbike##2
 2. the american is on the left or right of the person watching animation movies##3
 3. the person watching time-travel movies is the fan of dubstep##1
 4. the owner of the rat is the fan of jazz##1
 5. the thai is on the left of the freelancer##1
 6. the police-officer is on the right of the fan of electronic##1
 7. the owner of the snake is in an odd position
 8. the person driving the airplane is on the far left or far right##3
 9. the owner of the snake is on the right of the american##1
10. the owner of the rat is on the far left##1
11. the person driving the airplane is on the far right##1
12. the fan of electronic is on the right of the person watching animation movies##1","{'Job': ['dressmaker', 'freelancer', 'police-officer'], 'Movie-Genre': ['animation', 'family', 'time-travel'], 'Music-Genre': ['jazz', 'electronic', 'dubstep'], 'Nationality': ['thai', 'american', 'spanish'], 'Pet': ['rat', 'lizard', 'snake'], 'Transport': ['motorbike', 'scooter', 'airplane']}"
Pt1_6x3_level4-6,"There are 3 different favourite beverages: coffee, hot-chocolate, milk
There 3 different types of food: apricot, pepper, zucchini
The people have 3 different hobbies: card-games, collecting, woodworking
The people prefer 3 different music-genres: disco, r&b, techno
3 different pets are kept: horse, lizard, snake
The people use 3 different means of transport: boat, bus, scooter
 1. the person drinking hot-chocolate is the person eating pepper##1
 2. the person who's hobby is collecting is on the right of the owner of the horse##1
 3. the person eating zucchini is the person driving the scooter##1
 4. the person driving the boat is on the right of the fan of r&b##1
 5. the fan of techno is on the left or right of the person drinking milk##3
 6. the person drinking hot-chocolate is the owner of the lizard##1
 7. the person drinking hot-chocolate is on the left or right of the person who's hobby is card-games##3
 8. the fan of r&b is in an even position
 9. the fan of disco is on the right of the fan of r&b##1
10. the fan of r&b is on the left of the person drinking coffee##1","{'Beverage': ['hot-chocolate', 'milk', 'coffee'], 'Food': ['pepper', 'zucchini', 'apricot'], 'Hobby': ['woodworking', 'card-games', 'collecting'], 'Music-Genre': ['techno', 'r&b', 'disco'], 'Pet': ['lizard', 'horse', 'snake'], 'Transport': ['bus', 'scooter', 'boat']}"
Pt1_6x3_level4-7,"There are 3 different favourite beverages: iced-tea, soy-milk, sprite
There 3 different types of food: kiwi, lime, plum
The people have 3 different jobs:  dancer, manager, security-guard
The people prefer 3 different music-genres: blues, jazz, reggae
The people prefer 3 different types of sport: climbing, golf, surfing
The people use 3 different means of transport: snowmobile, train, tram
 1. the fan of jazz is on the left or right of the person driving the snowmobile##3
 2. the dancer is the person eating plum##1
 3. the person who's sport is golf is in an even position
 4. the fan of blues is on the left or right of the person drinking soy-milk##3
 5. the person driving the train is the person eating kiwi##1
 6. the person drinking iced-tea is on the far left##1
 7. the security-guard is on the right of the fan of blues##1
 8. the person who's sport is golf is between the person who's sport is surfing and the security-guard##2
 9. the fan of jazz is on the far right##1
10. the person eating lime is in an even position","{'Beverage': ['iced-tea', 'sprite', 'soy-milk'], 'Food': ['plum', 'lime', 'kiwi'], 'Job': ['dancer', 'manager', 'security-guard'], 'Music-Genre': ['reggae', 'blues', 'jazz'], 'Sport': ['surfing', 'golf', 'climbing'], 'Transport': ['tram', 'snowmobile', 'train']}"
Pt1_6x3_level4-8,"There are 3 different favourite beverages: almond-milk, juice, soy-milk
The people have 3 different hobbies: collecting, gardening, photography
The people have 3 different jobs:  dressmaker, firefighter, project-manager
The people perfer 3 different movie-genres: epic, scientific, zombie
The people prefer 3 different music-genres: gospel, techno, trance
The people use 3 different means of transport: jet-ski, motorbike, roller
1. the fan of gospel is in an even position
2. the person watching epic movies is on the right of the dressmaker##1
3. the person who's hobby is gardening is the person watching zombie movies##1
4. the person drinking juice is between the person drinking almond-milk and the project-manager##2
5. the fan of techno is on the left of the person driving the motorbike##1
6. the project-manager is on the left or right of the person who's hobby is collecting##3
7. the person watching zombie movies is on the far right##1
8. the person driving the roller is the fan of trance##1","{'Beverage': ['almond-milk', 'juice', 'soy-milk'], 'Hobby': ['photography', 'collecting', 'gardening'], 'Job': ['dressmaker', 'firefighter', 'project-manager'], 'Movie-Genre': ['scientific', 'epic', 'zombie'], 'Music-Genre': ['techno', 'gospel', 'trance'], 'Transport': ['jet-ski', 'motorbike', 'roller']}"
Pt1_6x3_level4-9,"The people have 3 different hobbies: card-games, fishing, sudoku
The people have 3 different jobs:  engineer, entrepreneur, journalist
The people perfer 3 different movie-genres: action, family, romance
The people prefer 3 different music-genres: ambient, blues, pop
The people prefer 3 different types of sport: basketball, rowing, tennis
The people use 3 different means of transport: car, roller, train
 1. the journalist is on the far left or far right##3
 2. the person who's hobby is fishing is on the far left##1
 3. the person who's sport is basketball is on the right of the entrepreneur##1
 4. the person watching romance movies is in an even position
 5. the journalist is on the far right##1
 6. the person who's hobby is card-games is on the right of the person driving the roller##1
 7. the person driving the roller is on the right of the person who's sport is tennis##1
 8. the person watching action movies is in an odd position
 9. the person watching family movies is in an odd position
10. the fan of pop is in an even position
11. the person driving the train is the fan of ambient##1
12. the fan of pop is on the left of the person driving the car##1
13. the entrepreneur is on the left or right of the fan of blues##3
14. the fan of blues is the person watching family movies##1","{'Hobby': ['fishing', 'sudoku', 'card-games'], 'Job': ['engineer', 'entrepreneur', 'journalist'], 'Movie-Genre': ['action', 'romance', 'family'], 'Music-Genre': ['ambient', 'pop', 'blues'], 'Sport': ['tennis', 'rowing', 'basketball'], 'Transport': ['train', 'roller', 'car']}"
