ID,Clues,SolutionGrid
Pt1_5x4_level10-0,"There are 4 different favourite beverages: fanta, milk, mirinda, tea
The people have 4 different jobs:  analyst, designer, engineer, scientist
The people perfer 4 different movie-genres: animation, family, romance, spy
The people prefer 4 different music-genres: gospel, indie, r&b, salsa
4 different pets are kept: fish, guinea-pig, pony, turtle
 1. the person drinking milk is the fan r&b or the person drinking milk is the designer, but not both
 2. the fan r&b is not to the left of the analyst##8
 3. the owner of the pony is on the left of the fan indie##1
 4. the engineer is not to the right of the fan indie##8
 5. the person watching spy movies is not to the left of the person drinking fanta##8
 6. the owner of the fish is not to the right of the engineer##8
 7. the person drinking fanta and the person watching romance movies have the same parity positions##9
 8. the person watching spy movies is somewhere to the right of the owner of the pony##5
 9. the designer is not to the right of the person drinking milk##8
10. the fan salsa is the person drinking fanta or the person drinking fanta is the person watching animation movies, but not both
11. the scientist is on the far left##1
12. the designer is the fan r&b or the fan r&b is the person drinking milk, but not both
13. the person watching romance movies is on the left or right of the owner of the turtle##3
14. the person watching romance movies is on the right of the person drinking mirinda##1
15. the person drinking fanta is not the owner of the turtle##6
16. the person watching family movies is between the fan gospel and the fan indie##2
17. the owner of the turtle is on the left or right of the fan r&b##3
18. the engineer is not to the right of the person watching spy movies##8
19. the fan indie is not to the right of the fan r&b##8
20. the scientist is not to the left of the person watching animation movies##8
21. the person drinking milk and the fan salsa have the same parity positions##9
22. the engineer is somewhere to the left of the person drinking mirinda##5","{'Beverage': ['tea', 'fanta', 'mirinda', 'milk'], 'Job': ['scientist', 'engineer', 'designer', 'analyst'], 'Movie-Genre': ['animation', 'family', 'spy', 'romance'], 'Music-Genre': ['gospel', 'salsa', 'indie', 'r&b'], 'Pet': ['fish', 'pony', 'turtle', 'guinea-pig']}"
Pt1_5x4_level10-1,"There are 4 different favourite beverages: almond-milk, juice, lemonade, sprite
The people have 4 different hobbies: camping, chess, puzzles, writing
The people perfer 4 different movie-genres: epic, family, martial-arts, thriller
The people prefer 4 different music-genres: ambient, folk, funk, pop
There are 4 different nationalities: american, french, indonesian, spanish
 1. the person who's hobby is puzzles and the person watching family movies have the same parity positions##9
 2. the person drinking lemonade is on the right of the person drinking sprite##1
 3. the person drinking lemonade is not to the left of the indonesian##8
 4. the indonesian is on the left or right of the american##3
 5. the person who's hobby is chess is somewhere between the person watching thriller movies and the person who's hobby is writing##7
 6. the indonesian is on the far left##1
 7. the person watching family movies is between the spanish and the person drinking lemonade##2
 8. the fan folk is the indonesian or the fan folk is the person drinking almond-milk, but not both
 9. the person who's hobby is writing is the fan funk##1
10. the person who's hobby is chess is not the fan funk##6
11. the person drinking juice is not to the right of the person watching thriller movies##8
12. the fan folk and the person who's hobby is writing have the same parity positions##9
13. the person drinking juice and the person watching thriller movies have different parity positions##9
14. the person watching martial-arts movies is the person who's hobby is puzzles##1
15. the fan funk and the person watching epic movies have the same parity positions##9
16. the person watching thriller movies is not the person who's hobby is writing##6
17. the person who's hobby is puzzles is not to the right of the fan ambient##8
18. the fan pop is not the person drinking juice##6
19. the person who's hobby is chess is somewhere to the left of the spanish##5","{'Beverage': ['sprite', 'lemonade', 'juice', 'almond-milk'], 'Hobby': ['puzzles', 'writing', 'chess', 'camping'], 'Movie-Genre': ['martial-arts', 'epic', 'family', 'thriller'], 'Music-Genre': ['pop', 'funk', 'ambient', 'folk'], 'Nationality': ['indonesian', 'american', 'french', 'spanish']}"
Pt1_5x4_level10-2,"There are 4 different favourite beverages: almond-milk, hot-chocolate, lemonade, soy-milk
There 4 different types of food: cabbage, lettuce, pineapple, pomegranate
The people have 4 different hobbies: gardening, magic-tricks, reading, singing
The people have 4 different jobs:  engineer, journalist, lawyer, paramedic
The people prefer 4 different types of sport: cricket, lacrosse, parkour, tennis
 1. the person who's hobby is reading is on the left or right of the person eating lettuce##3
 2. the engineer is on the left or right of the lawyer##3
 3. the person eating cabbage is on the far left or far right##3
 4. the person drinking almond-milk is on the left of the person drinking hot-chocolate##1
 5. the lawyer is on the left or right of the person drinking lemonade##3
 6. the person who's sport is parkour and the person eating pineapple have the same parity positions##9
 7. the person who's hobby is singing is on the right of the person who's sport is cricket##1
 8. the person who's hobby is gardening is on the left or right of the person who's hobby is reading##3
 9. the person who's hobby is magic-tricks is on the right of the engineer##1
10. the person who's sport is lacrosse is the paramedic##1
11. the person eating pineapple is not to the left of the person drinking lemonade##8
12. the journalist is somewhere to the left of the lawyer##5
13. the person who's hobby is magic-tricks is somewhere to the right of the person who's sport is lacrosse##5
14. the person eating cabbage and the engineer have different parity positions##9
15. the person who's hobby is magic-tricks is not to the left of the person who's hobby is singing##8
16. the person drinking almond-milk is the person who's hobby is gardening or the person who's hobby is gardening is the person eating pomegranate, but not both
17. the person who's sport is parkour is in an odd position##4
18. the person eating pomegranate is on the left or right of the person eating pineapple##3
19. the paramedic is in an odd position##4","{'Beverage': ['almond-milk', 'hot-chocolate', 'lemonade', 'soy-milk'], 'Food': ['lettuce', 'pomegranate', 'pineapple', 'cabbage'], 'Hobby': ['gardening', 'reading', 'singing', 'magic-tricks'], 'Job': ['paramedic', 'journalist', 'engineer', 'lawyer'], 'Sport': ['lacrosse', 'cricket', 'parkour', 'tennis']}"
Pt1_5x4_level10-3,"The people have 4 different hobbies: drawing, fishing, skydiving, traveling
The people have 4 different jobs:  accountant, analyst, entrepreneur, security-guard
The people perfer 4 different movie-genres: action, comedy, disaster, zombie
There are 4 different nationalities: american, australian, indian, polish
The people prefer 4 different types of sport: cricket, cycling, skateboarding, soccer
 1. the person who's sport is skateboarding is not the analyst##6
 2. the person watching action movies is somewhere to the left of the indian##5
 3. the person who's sport is cycling is not to the right of the person who's hobby is drawing##8
 4. the security-guard is on the left of the accountant##1
 5. the polish is on the left or right of the person who's sport is soccer##3
 6. the security-guard is somewhere to the left of the accountant##5
 7. the accountant is not to the left of the indian##8
 8. the analyst is on the right of the person who's sport is cricket##1
 9. the polish is somewhere to the right of the person who's sport is skateboarding##5
10. the person who's sport is skateboarding and the person who's hobby is fishing have different parity positions##9
11. the australian is somewhere to the left of the person watching disaster movies##5
12. the australian is the person who's sport is soccer or the person who's sport is soccer is the person who's hobby is fishing, but not both
13. the accountant and the person who's hobby is skydiving have the same parity positions##9
14. the person watching disaster movies is the accountant##1
15. the american is not to the right of the american##8
16. the analyst is in an odd position##4
17. the person watching comedy movies and the polish have different parity positions##9","{'Hobby': ['traveling', 'skydiving', 'drawing', 'fishing'], 'Job': ['security-guard', 'accountant', 'analyst', 'entrepreneur'], 'Movie-Genre': ['action', 'disaster', 'zombie', 'comedy'], 'Nationality': ['australian', 'indian', 'polish', 'american'], 'Sport': ['skateboarding', 'cricket', 'cycling', 'soccer']}"
Pt1_5x4_level10-4,"There are 4 different favourite beverages: iced-tea, mirinda, soy-milk, sprite
The people have 4 different hobbies: collecting, filmmaking, singing, traveling
The people have 4 different jobs:  analyst, lawyer, police-officer, writer
The people perfer 4 different movie-genres: disaster, drama, thriller, time-travel
The people prefer 4 different music-genres: classical, folk, salsa, soul
 1. the person drinking iced-tea is not the person who's hobby is filmmaking##6
 2. the fan salsa is not to the left of the person watching time-travel movies##8
 3. the person watching disaster movies is somewhere to the right of the person who's hobby is collecting##5
 4. the analyst is somewhere to the left of the person who's hobby is collecting##5
 5. the fan salsa is on the right of the police-officer##1
 6. the person watching time-travel movies is somewhere to the right of the person watching drama movies##5
 7. the lawyer and the person drinking soy-milk have different parity positions##9
 8. the person drinking iced-tea is not to the right of the person watching disaster movies##8
 9. the person drinking sprite is the fan salsa or the person drinking sprite is the person who's hobby is collecting, but not both
10. the person watching disaster movies is not the fan soul##6
11. the person drinking iced-tea is not to the left of the person who's hobby is singing##8
12. the fan classical is the person drinking mirinda or the person who's hobby is traveling is the fan classical, but not both
13. the person drinking mirinda is on the left or right of the person who's hobby is traveling##3
14. the person drinking soy-milk and the police-officer have the same parity positions##9
15. the person drinking soy-milk is the person who's hobby is collecting##1
16. the person watching time-travel movies is the lawyer##1
17. the person watching time-travel movies is not to the left of the person who's hobby is traveling##8
18. the lawyer is not to the left of the person who's hobby is collecting##8
19. the fan folk is somewhere to the right of the person watching drama movies##5
20. the person who's hobby is collecting is on the right of the fan soul##1
21. the lawyer is somewhere to the left of the fan classical##5
22. the person watching time-travel movies is on the left of the person who's hobby is filmmaking##1
23. the person who's hobby is singing is not to the right of the person watching thriller movies##8","{'Beverage': ['iced-tea', 'soy-milk', 'sprite', 'mirinda'], 'Hobby': ['singing', 'collecting', 'traveling', 'filmmaking'], 'Job': ['analyst', 'police-officer', 'lawyer', 'writer'], 'Movie-Genre': ['drama', 'thriller', 'time-travel', 'disaster'], 'Music-Genre': ['soul', 'folk', 'salsa', 'classical']}"
Pt1_5x4_level10-5,"There are 4 different favourite beverages: coffee, hot-chocolate, milk, soy-milk
There 4 different types of food: apricot, cabbage, mango, pear
The people perfer 4 different movie-genres: adventure, disaster, documentary, mystery
There are 4 different nationalities: argentine, australian, egyptian, indonesian
The people use 4 different means of transport: airplane, bike, snowmobile, van
 1. the person watching disaster movies is not to the left of the person eating cabbage##8
 2. the person driving the bike is somewhere between the person watching disaster movies and the person driving the airplane##7
 3. the person driving the airplane is on the far right##1
 4. the person drinking milk and the egyptian have different parity positions##9
 5. the person driving the van is the person drinking coffee##1
 6. the person eating pear is not to the left of the person watching disaster movies##8
 7. the person driving the van and the person watching documentary movies have the same parity positions##9
 8. the person watching documentary movies is not to the right of the person eating mango##8
 9. the person watching disaster movies and the person drinking milk have the same parity positions##9
10. the person eating mango is the person drinking soy-milk##1
11. the person drinking hot-chocolate is the australian##1
12. the person eating cabbage and the person watching adventure movies have different parity positions##9
13. the person eating mango and the person driving the airplane have the same parity positions##9
14. the person drinking milk is somewhere to the left of the person drinking soy-milk##5
15. the person eating pear is the person watching mystery movies##1
16. the person watching disaster movies is somewhere between the person eating cabbage and the argentine##7
17. the person eating apricot is not the person drinking hot-chocolate##6
18. the indonesian is the person drinking milk or the indonesian is the person eating cabbage, but not both","{'Beverage': ['coffee', 'milk', 'hot-chocolate', 'soy-milk'], 'Food': ['cabbage', 'apricot', 'pear', 'mango'], 'Movie-Genre': ['documentary', 'disaster', 'mystery', 'adventure'], 'Nationality': ['egyptian', 'indonesian', 'australian', 'argentine'], 'Transport': ['van', 'snowmobile', 'bike', 'airplane']}"
Pt1_5x4_level10-6,"There 4 different types of food: carrot, grapes, onion, peach
The people perfer 4 different movie-genres: documentary, horror, satire, scientific
The people prefer 4 different music-genres: blues, disco, house, pop
4 different pets are kept: bird, fish, frog, mouse
The people use 4 different means of transport: bus, roller, skateboard, train
 1. the person driving the train is somewhere between the fan blues and the person watching scientific movies##7
 2. the person watching satire movies is the person eating onion or the person watching satire movies is the fan blues, but not both
 3. the person driving the bus is on the right of the fan pop##1
 4. the person driving the bus is the owner of the mouse or the person driving the bus is the person eating carrot, but not both
 5. the person eating onion is somewhere between the owner of the mouse and the person driving the skateboard##7
 6. the person eating onion is somewhere to the right of the person eating peach##5
 7. the fan disco is between the person eating grapes and the person driving the bus##2
 8. the fan house is not to the right of the person driving the bus##8
 9. the fan pop is not to the left of the person watching scientific movies##8
10. the fan pop is not to the left of the fan pop##8
11. the person watching satire movies is on the far right##1
12. the owner of the fish is somewhere to the left of the owner of the frog##5
13. the fan house is between the owner of the mouse and the person eating onion##2
14. the fan disco is not to the right of the person watching satire movies##8
15. the person driving the train is not to the right of the owner of the fish##8
16. the person eating carrot is the fan pop or the fan pop is the owner of the mouse, but not both
17. the person watching documentary movies is on the left or right of the fan house##3
18. the person watching scientific movies is not to the right of the owner of the fish##8","{'Food': ['peach', 'carrot', 'onion', 'grapes'], 'Movie-Genre': ['scientific', 'horror', 'documentary', 'satire'], 'Music-Genre': ['pop', 'house', 'disco', 'blues'], 'Pet': ['mouse', 'bird', 'fish', 'frog'], 'Transport': ['roller', 'bus', 'train', 'skateboard']}"
Pt1_5x4_level10-7,"There 4 different types of food: garlic, orange, peach, pumpkin
The people have 4 different hobbies: card-games, chess, drawing, skydiving
The people have 4 different jobs:  coach, dancer, entrepreneur, mechanic
The people perfer 4 different movie-genres: crime, family, horror, thriller
The people use 4 different means of transport: bus, helicopter, snowmobile, tram
 1. the dancer is not the person eating peach##6
 2. the person who's hobby is drawing is the entrepreneur or the entrepreneur is the person eating orange, but not both
 3. the person who's hobby is card-games is on the right of the person who's hobby is drawing##1
 4. the person eating peach is not the person driving the tram##6
 5. the person driving the helicopter is on the left or right of the person who's hobby is chess##3
 6. the person watching horror movies is not to the left of the person driving the snowmobile##8
 7. the coach is not to the right of the person who's hobby is card-games##8
 8. the person driving the snowmobile is somewhere to the right of the person watching thriller movies##5
 9. the person driving the tram is on the left of the person driving the helicopter##1
10. the dancer is the person driving the helicopter##1
11. the person who's hobby is chess is not the person watching crime movies##6
12. the person watching crime movies is the person driving the tram##1
13. the person who's hobby is skydiving is the person eating pumpkin##1
14. the person driving the helicopter and the person watching crime movies have different parity positions##9
15. the person driving the helicopter is somewhere to the left of the person who's hobby is chess##5
16. the person watching thriller movies is on the left or right of the person driving the snowmobile##3
17. the person who's hobby is chess is on the far left or far right##3
18. the person driving the snowmobile is the person who's hobby is skydiving or the person eating orange is the person driving the snowmobile, but not both
19. the person who's hobby is skydiving is on the left of the person eating orange##1
20. the mechanic is on the far right##1
21. the person driving the snowmobile is not the person watching thriller movies##6","{'Food': ['peach', 'garlic', 'pumpkin', 'orange'], 'Hobby': ['drawing', 'card-games', 'skydiving', 'chess'], 'Job': ['entrepreneur', 'coach', 'dancer', 'mechanic'], 'Movie-Genre': ['family', 'crime', 'thriller', 'horror'], 'Transport': ['bus', 'tram', 'helicopter', 'snowmobile']}"
Pt1_5x4_level10-8,"There are 4 different favourite beverages: almond-milk, coffee, hot-chocolate, lemonade
There 4 different types of food: broccoli, mango, plum, spinach
The people perfer 4 different movie-genres: musical, mystery, superhero, western
The people prefer 4 different music-genres: electronic, gospel, reggae, trance
4 different pets are kept: chinchilla, fish, rabbit, snake
 1. the person watching western movies is the fan gospel or the fan gospel is the person eating mango, but not both
 2. the person watching musical movies is somewhere to the left of the owner of the fish##5
 3. the owner of the rabbit is on the left of the person eating spinach##1
 4. the person drinking coffee is on the left or right of the owner of the snake##3
 5. the person drinking hot-chocolate is on the left of the person watching mystery movies##1
 6. the person drinking almond-milk is not to the right of the fan gospel##8
 7. the person eating mango is somewhere to the right of the owner of the chinchilla##5
 8. the person watching superhero movies is on the left or right of the person watching musical movies##3
 9. the fan trance and the owner of the chinchilla have the same parity positions##9
10. the owner of the rabbit is not to the right of the person watching mystery movies##8
11. the person drinking almond-milk is on the far left or far right##3
12. the person watching superhero movies is not to the left of the fan reggae##8
13. the person watching superhero movies is not to the left of the person drinking almond-milk##8
14. the person watching mystery movies is somewhere between the person watching musical movies and the fan electronic##7
15. the person drinking lemonade is not to the right of the person eating plum##8
16. the person eating mango and the person drinking almond-milk have the same parity positions##9
17. the person eating plum is the person drinking almond-milk or the fan reggae is the person eating plum, but not both
18. the person watching western movies is not to the right of the fan trance##8
19. the person eating plum is the fan reggae##1
20. the person eating spinach is on the right of the person watching western movies##1","{'Beverage': ['hot-chocolate', 'coffee', 'lemonade', 'almond-milk'], 'Food': ['broccoli', 'spinach', 'plum', 'mango'], 'Movie-Genre': ['western', 'mystery', 'musical', 'superhero'], 'Music-Genre': ['electronic', 'trance', 'reggae', 'gospel'], 'Pet': ['rabbit', 'chinchilla', 'snake', 'fish']}"
Pt1_5x4_level10-9,"There are 4 different favourite beverages: 7up, cola, iced-tea, water
The people have 4 different hobbies: camping, magic-tricks, puzzles, rock-climbing
The people prefer 4 different music-genres: funk, pop, punk, reggae
There are 4 different nationalities: brazilian, british, canadian, italian
4 different pets are kept: cat, fish, frog, pony
 1. the person drinking iced-tea is somewhere to the left of the fan funk##5
 2. the person drinking cola is not to the right of the person who's hobby is camping##8
 3. the person drinking iced-tea is not to the right of the person who's hobby is camping##8
 4. the canadian and the owner of the frog have different parity positions##9
 5. the canadian is somewhere between the person who's hobby is camping and the person who's hobby is magic-tricks##7
 6. the person who's hobby is puzzles is somewhere to the right of the person who's hobby is magic-tricks##5
 7. the owner of the fish and the italian have different parity positions##9
 8. the owner of the cat is not to the right of the fan pop##8
 9. the fan reggae is between the person who's hobby is puzzles and the italian##2
10. the person drinking iced-tea is on the right of the canadian##1
11. the fan reggae is the person drinking iced-tea or the person drinking iced-tea is the owner of the cat, but not both
12. the person drinking water is not to the left of the british##8
13. the fan pop is not to the right of the brazilian##8
14. the person who's hobby is magic-tricks and the fan reggae have the same parity positions##9
15. the fan funk is somewhere to the right of the owner of the fish##5
16. the italian is not to the right of the owner of the pony##8
17. the fan reggae and the owner of the frog have the same parity positions##9
18. the owner of the fish is on the left or right of the person drinking 7up##3
19. the brazilian is somewhere to the left of the person drinking water##5
20. the owner of the pony is on the right of the owner of the fish##1
21. the fan reggae is in an odd position##4
22. the person who's hobby is rock-climbing is on the right of the person drinking 7up##1","{'Beverage': ['cola', '7up', 'iced-tea', 'water'], 'Hobby': ['magic-tricks', 'puzzles', 'rock-climbing', 'camping'], 'Music-Genre': ['punk', 'pop', 'reggae', 'funk'], 'Nationality': ['british', 'canadian', 'brazilian', 'italian'], 'Pet': ['frog', 'cat', 'fish', 'pony']}"
