ID,Clues,SolutionGrid
Pt1_2x2_level8-0,"There 2 different types of food: onion, orange
The people use 2 different means of transport: airplane, scooter
1. the person driving the airplane is on the right of the person driving the scooter##1
2. the person eating onion is not to the right of the person driving the scooter","{'Food': ['onion', 'orange'], 'Transport': ['scooter', 'airplane']}"
Pt1_2x2_level8-1,"There are 2 different favourite beverages: juice, soy-milk
The people prefer 2 different types of sport: cycling, lacrosse
1. the person who's sport is cycling is not to the left of the person drinking soy-milk
2. the person who's sport is cycling is somewhere to the right of the person drinking soy-milk##5","{'Beverage': ['soy-milk', 'juice'], 'Sport': ['lacrosse', 'cycling']}"
Pt1_2x2_level8-2,"There 2 different types of food: cabbage, peach
The people prefer 2 different music-genres: pop, r&b
1. the person eating cabbage is not to the left of the fan of r&b
2. the person eating peach is on the left of the fan of r&b##1","{'Food': ['peach', 'cabbage'], 'Music-Genre': ['pop', 'r&b']}"
Pt1_2x2_level8-3,"There 2 different types of food: lime, potato
2 different pets are kept: dog, fish
1. the owner of the dog is not to the right of the person eating lime
2. the person eating lime is on the right of the owner of the dog##1","{'Food': ['potato', 'lime'], 'Pet': ['dog', 'fish']}"
Pt1_2x2_level8-4,"The people prefer 2 different types of sport: ice-hockey, soccer
The people use 2 different means of transport: helicopter, snowmobile
1. the person driving the helicopter is not to the left of the person driving the helicopter
2. the person who's sport is soccer is somewhere to the left of the person driving the snowmobile##5","{'Sport': ['soccer', 'ice-hockey'], 'Transport': ['helicopter', 'snowmobile']}"
Pt1_2x2_level8-5,"There are 2 different favourite beverages: fanta, soy-milk
The people prefer 2 different types of sport: baseball, volleyball
1. the person who's sport is baseball is on the right of the person drinking fanta##1
2. the person who's sport is volleyball is not to the right of the person who's sport is baseball","{'Beverage': ['fanta', 'soy-milk'], 'Sport': ['volleyball', 'baseball']}"
Pt1_2x2_level8-6,"There 2 different types of food: papaya, pomegranate
The people have 2 different hobbies: chess, gardening
1. the person eating pomegranate is somewhere to the right of the person who's hobby is gardening##5
2. the person eating pomegranate is not to the right of the person eating pomegranate","{'Food': ['papaya', 'pomegranate'], 'Hobby': ['gardening', 'chess']}"
Pt1_2x2_level8-7,"The people have 2 different jobs:  librarian, videographer
The people use 2 different means of transport: helicopter, scooter
1. the librarian is not to the right of the person driving the scooter
2. the videographer is on the far left##1","{'Job': ['videographer', 'librarian'], 'Transport': ['helicopter', 'scooter']}"
Pt1_2x2_level8-8,"The people perfer 2 different movie-genres: thriller, zombie
There are 2 different nationalities: american, mexican
1. the person watching zombie movies is not to the left of the mexican
2. the american is somewhere to the left of the person watching zombie movies##5","{'Movie-Genre': ['thriller', 'zombie'], 'Nationality': ['american', 'mexican']}"
Pt1_2x2_level8-9,"There are 2 different nationalities: argentine, pakistani
The people prefer 2 different types of sport: surfing, tennis
1. the person who's sport is surfing is not to the left of the pakistani
2. the pakistani is on the far right##1","{'Nationality': ['argentine', 'pakistani'], 'Sport': ['tennis', 'surfing']}"
