ID,Clues,SolutionGrid
Pt1_5x4_level12-0,"There 4 different types of food: cherry, mango, onion, pear
The people prefer 4 different music-genres: classical, gospel, house, punk
There are 4 different nationalities: chinese, egyptian, nigerian, russian
4 different pets are kept: cat, dog, fish, hamster
The people prefer 4 different types of sport: baseball, basketball, cricket, parkour
 1. the fan house is the owner of the dog or the fan house is the person who's sport is basketball, but not both##10
 2. the person eating mango is not the nigerian##6
 3. the fan gospel is not to the left of the owner of the fish##8
 4. the person eating cherry is on the right of the egyptian##1
 5. the owner of the dog is the egyptian or the egyptian is the person eating cherry or both##11
 6. the egyptian is on the far left##1
 7. the person who's sport is cricket is not the person eating pear##6
 8. the person who's sport is cricket is on the left of the owner of the hamster##1
 9. the owner of the dog is not to the right of the person who's sport is parkour##8
10. the person who's sport is cricket is the person eating onion or the owner of the fish is the person who's sport is cricket or both##11
11. the fan punk is the person eating pear or the person eating pear is the owner of the cat or both##11
12. the person eating pear and the person who's sport is basketball have different parity positions##9
13. the person who's sport is cricket is somewhere to the left of the person who's sport is baseball##5
14. the person eating onion is on the left of the russian##1
15. the person who's sport is baseball is the fan house or the owner of the hamster is the person who's sport is baseball or both##11
16. the person eating cherry is not the owner of the hamster or the owner of the hamster is not the nigerian or both
17. the fan house is not the person who's sport is parkour or the fan house is not the person eating mango or both
18. the person who's sport is cricket and the owner of the fish have different parity positions##9
19. the person who's sport is parkour is on the right of the russian##1
20. the fan punk is not the owner of the hamster##6","{'Food': ['onion', 'cherry', 'pear', 'mango'], 'Music-Genre': ['house', 'classical', 'punk', 'gospel'], 'Nationality': ['egyptian', 'russian', 'nigerian', 'chinese'], 'Pet': ['dog', 'hamster', 'cat', 'fish'], 'Sport': ['cricket', 'baseball', 'parkour', 'basketball']}"
Pt1_5x4_level12-1,"There 4 different types of food: asparagus, kiwi, lemon, strawberry
The people have 4 different hobbies: camping, collecting, gardening, sudoku
The people prefer 4 different music-genres: ambient, d&b, r&b, techno
4 different pets are kept: cat, hedgehog, lizard, mouse
The people prefer 4 different types of sport: handball, rowing, skiing, weightlifting
 1. the fan techno is somewhere to the left of the person who's sport is weightlifting##5
 2. the fan techno is not to the right of the person who's hobby is gardening##8
 3. the fan d&b is somewhere to the left of the person eating kiwi##5
 4. the owner of the cat is not to the right of the person who's hobby is gardening##8
 5. the person who's sport is rowing is between the person who's hobby is sudoku and the person who's sport is handball##2
 6. the owner of the mouse and the person eating strawberry have the same parity positions##9
 7. the fan r&b is on the right of the owner of the cat##1
 8. the person who's sport is handball is not the person eating strawberry or the person eating strawberry is not the person who's hobby is camping or both
 9. the person who's sport is handball is not the person eating lemon##6
10. the person who's sport is rowing is somewhere to the right of the person who's sport is handball##5
11. the owner of the lizard is somewhere to the left of the fan r&b##5
12. the person who's hobby is camping is not to the left of the person who's sport is skiing##8
13. the fan d&b and the person who's hobby is camping have different parity positions##9
14. the fan r&b is somewhere to the right of the owner of the cat##5
15. the person eating asparagus is between the person eating kiwi and the person eating lemon##2
16. the owner of the mouse is in an odd position##4
17. the person eating lemon is the person who's sport is weightlifting or the person eating lemon is the person who's hobby is gardening, but not both##10
18. the fan techno is not to the left of the fan ambient##8
19. the person who's hobby is camping is on the left of the person who's hobby is gardening##1
20. the person who's hobby is camping is not the person who's sport is skiing##6
21. the fan techno is not to the left of the person eating asparagus##8
22. the person eating strawberry is on the far left##1","{'Food': ['strawberry', 'kiwi', 'asparagus', 'lemon'], 'Hobby': ['collecting', 'camping', 'gardening', 'sudoku'], 'Music-Genre': ['d&b', 'ambient', 'techno', 'r&b'], 'Pet': ['mouse', 'lizard', 'cat', 'hedgehog'], 'Sport': ['skiing', 'handball', 'rowing', 'weightlifting']}"
Pt1_5x4_level12-2,"The people have 4 different hobbies: board-games, drawing, skydiving, traveling
The people have 4 different jobs:  accountant, fisherman, librarian, social-worker
There are 4 different nationalities: australian, colombian, russian, spanish
4 different pets are kept: dog, goat, guinea-pig, snake
The people prefer 4 different types of sport: cycling, lacrosse, skateboarding, soccer
 1. the owner of the guinea-pig is somewhere to the left of the person who's hobby is board-games##5
 2. the colombian is somewhere to the right of the person who's sport is cycling##5
 3. the owner of the goat is between the person who's hobby is skydiving and the person who's hobby is traveling##2
 4. the person who's sport is lacrosse is the person who's sport is lacrosse##1
 5. the fisherman is the owner of the guinea-pig##1
 6. the librarian and the person who's hobby is skydiving have different parity positions##9
 7. the person who's hobby is board-games is somewhere to the right of the person who's hobby is skydiving##5
 8. the person who's sport is skateboarding is not the russian##6
 9. the owner of the goat is somewhere to the left of the owner of the guinea-pig##5
10. the person who's hobby is board-games is not the librarian or the person who's hobby is board-games is not the person who's sport is cycling or both
11. the person who's sport is cycling is not to the left of the owner of the dog##8
12. the librarian is the person who's sport is cycling##1
13. the person who's hobby is skydiving is not the australian##6
14. the owner of the guinea-pig is somewhere to the right of the person who's sport is lacrosse##5
15. the person who's sport is cycling is on the left or right of the person who's hobby is skydiving##3
16. the owner of the goat is on the left of the spanish##1
17. the australian is between the person who's hobby is skydiving and the russian##2
18. the person who's sport is soccer is somewhere between the accountant and the person who's sport is skateboarding##7
19. the librarian is the owner of the goat##1","{'Hobby': ['traveling', 'drawing', 'skydiving', 'board-games'], 'Job': ['accountant', 'librarian', 'fisherman', 'social-worker'], 'Nationality': ['russian', 'australian', 'spanish', 'colombian'], 'Pet': ['dog', 'goat', 'guinea-pig', 'snake'], 'Sport': ['lacrosse', 'cycling', 'soccer', 'skateboarding']}"
Pt1_5x4_level12-3,"The people have 4 different hobbies: hiking, singing, skydiving, writing
The people have 4 different jobs:  librarian, police-officer, security-guard, writer
The people perfer 4 different movie-genres: drama, epic, martial-arts, time-travel
4 different pets are kept: goldfish, hamster, horse, snake
The people prefer 4 different types of sport: climbing, parkour, skiing, swimming
 1. the person who's hobby is skydiving is not to the left of the person watching epic movies##8
 2. the person watching time-travel movies is the librarian or the person watching time-travel movies is the owner of the snake or both##11
 3. the security-guard is on the left of the person who's sport is swimming##1
 4. the writer and the person who's hobby is writing have the same parity positions##9
 5. the owner of the hamster is not to the right of the librarian##8
 6. the writer is on the far right##1
 7. the person who's sport is skiing is somewhere to the left of the writer##5
 8. the person who's sport is skiing is on the left of the person who's hobby is hiking##1
 9. the person who's sport is swimming is not the security-guard##6
10. the librarian is not the person who's sport is swimming or the owner of the goldfish is not the librarian or both
11. the person who's sport is climbing is not to the left of the police-officer##8
12. the person who's sport is parkour is on the left or right of the writer##3
13. the person who's hobby is skydiving is the police-officer or the owner of the hamster is the person who's hobby is skydiving or both##11
14. the owner of the horse is not to the right of the police-officer##8
15. the person who's hobby is singing is on the left of the person who's hobby is writing##1
16. the person who's sport is climbing is the owner of the snake##1
17. the person who's sport is swimming is on the left of the person watching drama movies##1
18. the librarian is between the person who's hobby is writing and the owner of the horse##2
19. the person who's hobby is singing is not to the left of the owner of the goldfish##8
20. the person watching time-travel movies is on the far right##1","{'Hobby': ['skydiving', 'hiking', 'singing', 'writing'], 'Job': ['security-guard', 'police-officer', 'librarian', 'writer'], 'Movie-Genre': ['epic', 'martial-arts', 'drama', 'time-travel'], 'Pet': ['hamster', 'horse', 'goldfish', 'snake'], 'Sport': ['skiing', 'swimming', 'parkour', 'climbing']}"
Pt1_5x4_level12-4,"The people have 4 different hobbies: board-games, cooking, filmmaking, fishing
The people prefer 4 different music-genres: ambient, punk, rock, trance
There are 4 different nationalities: colombian, french, russian, thai
The people prefer 4 different types of sport: badminton, handball, rowing, soccer
The people use 4 different means of transport: helicopter, ship, tram, trike
 1. the russian and the person driving the helicopter have different parity positions##9
 2. the person who's hobby is fishing is the fan trance or the person who's hobby is fishing is the french, but not both##10
 3. the russian and the person driving the ship have different parity positions##9
 4. the fan punk is not the person who's hobby is board-games##6
 5. the fan punk is not to the left of the person driving the helicopter##8
 6. the person driving the trike is not to the right of the person who's hobby is fishing##8
 7. the russian is not the person driving the trike or the russian is not the fan punk or both
 8. the person driving the tram is in an even position##4
 9. the colombian is somewhere to the right of the person who's sport is soccer##5
10. the person who's hobby is cooking is somewhere to the right of the person who's hobby is board-games##5
11. the fan trance is the person who's sport is handball or the fan trance is the person driving the ship, but not both##10
12. the person driving the ship is between the person driving the tram and the colombian##2
13. the person driving the trike is not to the left of the french##8
14. the person who's hobby is filmmaking and the fan punk have different parity positions##9
15. the fan punk is the colombian or the person driving the ship is the fan punk or both##11
16. the colombian is somewhere to the left of the person who's hobby is cooking##5
17. the fan ambient is not the russian or the fan ambient is not the person who's hobby is filmmaking or both
18. the fan rock is not the person driving the helicopter##6
19. the person driving the ship is not the person who's hobby is filmmaking or the person driving the ship is not the person who's sport is soccer or both
20. the person who's sport is handball is somewhere to the left of the person who's sport is rowing##5
21. the fan trance is not the thai##6
22. the person who's sport is rowing is on the left of the fan rock##1","{'Hobby': ['board-games', 'fishing', 'cooking', 'filmmaking'], 'Music-Genre': ['ambient', 'trance', 'punk', 'rock'], 'Nationality': ['french', 'colombian', 'thai', 'russian'], 'Sport': ['soccer', 'handball', 'rowing', 'badminton'], 'Transport': ['helicopter', 'trike', 'ship', 'tram']}"
Pt1_5x4_level12-5,"The people have 4 different jobs:  engineer, entrepreneur, nurse, videographer
The people prefer 4 different music-genres: classical, dubstep, hip-hop, trance
4 different pets are kept: chinchilla, lizard, pony, rabbit
The people prefer 4 different types of sport: climbing, lacrosse, rugby, tennis
The people use 4 different means of transport: helicopter, quad-bike, snowmobile, van
 1. the person who's sport is lacrosse is somewhere between the person driving the snowmobile and the person who's sport is climbing##7
 2. the person who's sport is tennis is somewhere to the right of the owner of the rabbit##5
 3. the nurse and the owner of the rabbit have different parity positions##9
 4. the engineer is not the fan trance##6
 5. the owner of the chinchilla is not to the left of the videographer##8
 6. the owner of the lizard is somewhere to the left of the person driving the snowmobile##5
 7. the person driving the quad-bike is somewhere between the owner of the pony and the fan trance##7
 8. the entrepreneur is somewhere to the right of the person who's sport is lacrosse##5
 9. the fan classical is not the owner of the chinchilla##6
10. the fan trance is not to the right of the owner of the lizard##8
11. the person driving the van is somewhere to the right of the person who's sport is climbing##5
12. the nurse is not to the right of the fan trance##8
13. the person who's sport is tennis and the person driving the van have the same parity positions##9
14. the person driving the quad-bike is in an even position##4
15. the videographer is on the right of the person driving the van##1
16. the fan hip-hop is not to the right of the fan classical##8
17. the nurse is not the fan classical or the nurse is not the person driving the helicopter or both
18. the owner of the lizard is not the person who's sport is rugby or the fan dubstep is not the owner of the lizard or both
19. the entrepreneur is somewhere to the left of the videographer##5
20. the person driving the quad-bike is not the owner of the pony##6
21. the owner of the chinchilla is on the left or right of the person driving the van##3
22. the engineer is not to the right of the person who's sport is lacrosse##8
23. the fan classical is on the left of the owner of the lizard##1","{'Job': ['nurse', 'engineer', 'entrepreneur', 'videographer'], 'Music-Genre': ['hip-hop', 'classical', 'trance', 'dubstep'], 'Pet': ['pony', 'rabbit', 'lizard', 'chinchilla'], 'Sport': ['climbing', 'lacrosse', 'tennis', 'rugby'], 'Transport': ['helicopter', 'quad-bike', 'van', 'snowmobile']}"
Pt1_5x4_level12-6,"The people have 4 different hobbies: baking, filmmaking, hiking, puzzles
The people prefer 4 different music-genres: classical, metal, punk, r&b
4 different pets are kept: bird, guinea-pig, horse, rat
The people prefer 4 different types of sport: lacrosse, rowing, skateboarding, surfing
The people use 4 different means of transport: boat, bus, ship, trike
 1. the owner of the bird is not to the right of the person who's hobby is puzzles##8
 2. the person who's sport is rowing is the person who's hobby is hiking or the fan metal is the person who's sport is rowing or both##11
 3. the owner of the horse is not the person who's sport is skateboarding##6
 4. the person who's sport is skateboarding is the person who's hobby is puzzles##1
 5. the fan punk is on the left or right of the person who's sport is rowing##3
 6. the fan r&b is on the left of the person who's sport is lacrosse##1
 7. the owner of the rat is not to the right of the person who's sport is lacrosse##8
 8. the person driving the trike is not the fan metal or the person who's sport is lacrosse is not the person driving the trike or both
 9. the person driving the ship is not to the right of the owner of the rat##8
10. the owner of the horse is not to the left of the person who's hobby is filmmaking##8
11. the fan r&b is the person who's sport is surfing##1
12. the person who's hobby is filmmaking is the fan metal or the fan metal is the person who's sport is rowing or both##11
13. the person driving the ship is in an odd position##4
14. the person driving the bus is not the person who's sport is lacrosse or the owner of the bird is not the person driving the bus or both
15. the person who's hobby is baking is in an even position##4
16. the owner of the guinea-pig is not the person who's hobby is baking or the owner of the guinea-pig is not the person who's sport is rowing or both
17. the owner of the horse is the person who's sport is rowing or the person driving the boat is the owner of the horse or both##11
18. the person who's sport is lacrosse is not to the left of the fan punk##8
19. the owner of the guinea-pig is somewhere between the person who's hobby is hiking and the person driving the boat##7
20. the person who's sport is rowing is on the right of the person who's sport is skateboarding##1
21. the fan metal is not to the right of the person who's hobby is hiking##8
22. the person driving the trike is the fan r&b##1
23. the person driving the boat is on the far right##1
24. the owner of the guinea-pig is not the person who's hobby is baking or the fan punk is not the owner of the guinea-pig or both
25. the fan r&b is not to the right of the person driving the boat##8","{'Hobby': ['puzzles', 'hiking', 'filmmaking', 'baking'], 'Music-Genre': ['punk', 'metal', 'r&b', 'classical'], 'Pet': ['bird', 'rat', 'guinea-pig', 'horse'], 'Sport': ['skateboarding', 'rowing', 'surfing', 'lacrosse'], 'Transport': ['ship', 'bus', 'trike', 'boat']}"
Pt1_5x4_level12-7,"There are 4 different favourite beverages: almond-milk, coffee, juice, sprite
The people have 4 different hobbies: board-games, dancing, reading, traveling
The people perfer 4 different movie-genres: romance, sports, time-travel, zombie
The people prefer 4 different music-genres: classical, funk, hip-hop, pop
The people use 4 different means of transport: bus, jet-ski, motorbike, train
 1. the person driving the motorbike is not the person watching sports movies or the person watching sports movies is not the person who's hobby is board-games or both
 2. the person drinking coffee is not the person who's hobby is board-games or the person who's hobby is board-games is not the person driving the bus or both
 3. the person who's hobby is board-games is not to the right of the person drinking coffee##8
 4. the person who's hobby is reading is on the far left or far right##3
 5. the person watching time-travel movies is on the right of the person driving the bus##1
 6. the fan pop is in an even position##4
 7. the person drinking sprite is on the left or right of the fan funk##3
 8. the person watching sports movies and the person driving the motorbike have different parity positions##9
 9. the person drinking juice and the person who's hobby is dancing have the same parity positions##9
10. the person who's hobby is board-games is not the fan classical##6
11. the person drinking coffee is on the right of the person driving the bus##1
12. the person driving the jet-ski is on the left of the person watching romance movies##1
13. the person driving the train and the fan classical have different parity positions##9
14. the person drinking coffee is somewhere between the fan hip-hop and the person driving the train##7
15. the fan hip-hop is the person who's hobby is dancing##1
16. the person watching romance movies is on the left or right of the person watching sports movies##3
17. the person driving the jet-ski is between the person drinking coffee and the fan funk##2
18. the person who's hobby is reading is not the person drinking coffee or the person who's hobby is reading is not the person driving the bus or both
19. the person driving the bus is not to the right of the person watching zombie movies##8","{'Beverage': ['juice', 'coffee', 'sprite', 'almond-milk'], 'Hobby': ['dancing', 'board-games', 'traveling', 'reading'], 'Movie-Genre': ['zombie', 'time-travel', 'sports', 'romance'], 'Music-Genre': ['hip-hop', 'pop', 'classical', 'funk'], 'Transport': ['bus', 'motorbike', 'jet-ski', 'train']}"
Pt1_5x4_level12-8,"There are 4 different favourite beverages: cola, iced-tea, sprite, tea
The people perfer 4 different movie-genres: drama, mystery, romance, thriller
There are 4 different nationalities: british, chinese, japanese, polish
4 different pets are kept: chinchilla, lizard, mouse, pony
The people prefer 4 different types of sport: badminton, basketball, biathlon, skateboarding
 1. the person drinking iced-tea and the person watching thriller movies have different parity positions##9
 2. the british is on the left or right of the polish##3
 3. the person watching drama movies is not the person who's sport is biathlon or the person watching drama movies is not the polish or both
 4. the person drinking sprite is on the left of the owner of the chinchilla##1
 5. the person watching romance movies is on the left of the person drinking cola##1
 6. the person watching thriller movies is in an even position##4
 7. the person drinking tea is the person watching thriller movies##1
 8. the british is not to the right of the person who's sport is biathlon##8
 9. the person who's sport is basketball is not the british or the british is not the person drinking tea or both
10. the owner of the pony is the person who's sport is basketball or the polish is the owner of the pony, but not both##10
11. the person watching thriller movies is not the owner of the mouse or the person who's sport is biathlon is not the person watching thriller movies or both
12. the person who's sport is biathlon is not the chinese##6
13. the person watching mystery movies is not to the left of the person watching romance movies##8
14. the person who's sport is skateboarding is on the left of the japanese##1
15. the person drinking tea is somewhere to the right of the owner of the chinchilla##5
16. the person who's sport is badminton is not the person drinking sprite##6
17. the owner of the lizard is on the right of the japanese##1
18. the british is not the person who's sport is skateboarding or the british is not the person drinking sprite or both
19. the british is the person who's sport is skateboarding or the british is the person drinking sprite or both##11
20. the person drinking cola is on the left or right of the person drinking iced-tea##3
21. the person who's sport is skateboarding and the person watching drama movies have different parity positions##9
22. the person watching thriller movies is in an even position##4
23. the person who's sport is biathlon is somewhere to the right of the owner of the chinchilla##5
24. the person drinking iced-tea is not the person watching thriller movies##6
25. the person who's sport is basketball is not the owner of the chinchilla##6
26. the polish is somewhere between the person who's sport is badminton and the person drinking sprite##7","{'Beverage': ['sprite', 'cola', 'iced-tea', 'tea'], 'Movie-Genre': ['romance', 'mystery', 'drama', 'thriller'], 'Nationality': ['british', 'polish', 'japanese', 'chinese'], 'Pet': ['pony', 'chinchilla', 'mouse', 'lizard'], 'Sport': ['basketball', 'skateboarding', 'biathlon', 'badminton']}"
Pt1_5x4_level12-9,"The people have 4 different hobbies: chess, dancing, skydiving, sudoku
The people have 4 different jobs:  doctor, engineer, lawyer, videographer
The people perfer 4 different movie-genres: action, comedy, western, zombie
There are 4 different nationalities: dutch, mexican, polish, thai
The people prefer 4 different types of sport: climbing, cycling, lacrosse, sailing
 1. the person who's hobby is skydiving is not to the right of the person who's hobby is dancing##8
 2. the doctor is not the person who's sport is lacrosse or the person who's hobby is skydiving is not the doctor or both
 3. the videographer and the person watching western movies have the same parity positions##9
 4. the person who's sport is cycling is not the person who's hobby is sudoku##6
 5. the mexican is the person who's hobby is dancing or the person who's hobby is dancing is the person watching action movies, but not both##10
 6. the person who's hobby is dancing is somewhere to the right of the polish##5
 7. the thai is the person who's hobby is chess##1
 8. the videographer is somewhere to the left of the person who's sport is climbing##5
 9. the person watching comedy movies is on the far right##1
10. the person watching zombie movies is not the mexican##6
11. the person who's sport is cycling is the person watching action movies##1
12. the person who's hobby is sudoku is somewhere to the left of the person who's hobby is chess##5
13. the person who's sport is lacrosse is on the left of the person who's hobby is sudoku##1
14. the lawyer is not the person watching comedy movies##6
15. the person who's sport is cycling is on the right of the dutch##1
16. the person watching western movies is not to the right of the thai##8
17. the lawyer is the person who's hobby is chess or the polish is the lawyer or both##11
18. the person who's sport is lacrosse is somewhere to the left of the person who's sport is sailing##5
19. the mexican is on the right of the engineer##1
20. the lawyer is not the polish or the polish is not the person who's hobby is sudoku or both
21. the person watching western movies is not to the right of the person watching comedy movies##8","{'Hobby': ['skydiving', 'sudoku', 'chess', 'dancing'], 'Job': ['lawyer', 'videographer', 'engineer', 'doctor'], 'Movie-Genre': ['zombie', 'western', 'action', 'comedy'], 'Nationality': ['polish', 'dutch', 'thai', 'mexican'], 'Sport': ['lacrosse', 'sailing', 'cycling', 'climbing']}"
