ID,Clues,SolutionGrid
Pt1_3x4_level12-0,"There 4 different types of food: apple, avocado, nectarine, pepper
There are 4 different nationalities: brazilian, french, japanese, spanish
The people use 4 different means of transport: car, jet-ski, quad-bike, train
 1. the person eating pepper is the japanese or the person eating pepper is the person driving the car, but not both##10
 2. the person eating avocado is somewhere to the right of the person eating pepper##5
 3. the person driving the car is somewhere to the left of the person eating nectarine##5
 4. the person driving the car is somewhere to the left of the person eating apple##5
 5. the person driving the train is not to the right of the person driving the jet-ski##8
 6. the person driving the quad-bike is not to the left of the japanese##8
 7. the person eating nectarine is on the right of the person driving the quad-bike##1
 8. the person driving the car is on the left of the brazilian##1
 9. the person driving the car is somewhere to the left of the french##5
10. the person driving the train and the french have different parity positions##9
11. the person eating apple is not the person driving the jet-ski or the person eating apple is not the spanish or both
12. the spanish is somewhere between the person driving the train and the person eating apple##7
13. the person eating avocado is not to the left of the person eating pepper##8
14. the person eating apple is somewhere to the right of the person eating avocado##5","{'Food': ['pepper', 'avocado', 'apple', 'nectarine'], 'Nationality': ['japanese', 'spanish', 'brazilian', 'french'], 'Transport': ['train', 'car', 'quad-bike', 'jet-ski']}"
Pt1_3x4_level12-1,"The people prefer 4 different music-genres: classical, jazz, r&b, trance
4 different pets are kept: cat, chinchilla, dog, mouse
The people prefer 4 different types of sport: baseball, golf, sailing, snowboarding
 1. the fan trance is the person who's sport is golf or the fan trance is the owner of the dog, but not both##10
 2. the owner of the chinchilla is between the person who's sport is baseball and the person who's sport is golf##2
 3. the owner of the chinchilla is not the person who's sport is baseball or the owner of the chinchilla is not the fan jazz or both
 4. the person who's sport is baseball is on the left or right of the fan trance##3
 5. the person who's sport is snowboarding is somewhere to the right of the owner of the mouse##5
 6. the owner of the dog and the person who's sport is snowboarding have the same parity positions##9
 7. the owner of the cat is on the right of the person who's sport is snowboarding##1
 8. the fan trance is somewhere to the right of the fan classical##5
 9. the owner of the mouse is on the far left or far right##3
10. the fan r&b is somewhere to the left of the owner of the dog##5
11. the fan jazz is not to the right of the owner of the chinchilla##8
12. the fan classical is between the fan jazz and the fan r&b##2
13. the fan jazz is on the left of the fan classical##1
14. the person who's sport is sailing is not to the left of the fan trance##8
15. the person who's sport is baseball is somewhere to the left of the fan trance##5","{'Music-Genre': ['jazz', 'classical', 'r&b', 'trance'], 'Pet': ['mouse', 'chinchilla', 'cat', 'dog'], 'Sport': ['golf', 'snowboarding', 'baseball', 'sailing']}"
Pt1_3x4_level12-2,"There 4 different types of food: asparagus, carrot, lettuce, raspberry
The people prefer 4 different music-genres: country, electronic, hip-hop, punk
4 different pets are kept: cat, horse, rabbit, snake
 1. the fan punk is on the left of the person eating raspberry##1
 2. the owner of the horse is on the right of the fan hip-hop##1
 3. the owner of the snake is not to the left of the fan electronic##8
 4. the owner of the horse is on the left or right of the person eating raspberry##3
 5. the owner of the rabbit is not to the left of the person eating carrot##8
 6. the fan electronic is the person eating raspberry or the fan electronic is the owner of the horse or both##11
 7. the fan punk is not the owner of the snake or the fan punk is not the person eating raspberry or both
 8. the owner of the horse is on the left of the person eating raspberry##1
 9. the person eating lettuce is on the right of the owner of the rabbit##1
10. the person eating asparagus is not to the right of the person eating raspberry##8
11. the owner of the horse and the person eating carrot have the same parity positions##9
12. the owner of the rabbit is not to the left of the fan electronic##8
13. the person eating asparagus and the fan country have different parity positions##9","{'Food': ['asparagus', 'carrot', 'raspberry', 'lettuce'], 'Music-Genre': ['hip-hop', 'punk', 'electronic', 'country'], 'Pet': ['cat', 'horse', 'rabbit', 'snake']}"
Pt1_3x4_level12-3,"The people have 4 different hobbies: dancing, magic-tricks, puzzles, traveling
There are 4 different nationalities: american, german, mexican, pakistani
4 different pets are kept: bird, ferret, rat, snake
 1. the person who's hobby is traveling and the owner of the bird have different parity positions##9
 2. the mexican is not to the left of the pakistani##8
 3. the mexican is not the person who's hobby is traveling##6
 4. the pakistani is the person who's hobby is puzzles or the pakistani is the owner of the ferret or both##11
 5. the american is not to the left of the person who's hobby is magic-tricks##8
 6. the owner of the ferret is on the far left or far right##3
 7. the american is the person who's hobby is dancing or the american is the owner of the ferret or both##11
 8. the pakistani is the person who's hobby is puzzles##1
 9. the person who's hobby is puzzles is on the left of the owner of the rat##1
10. the mexican is not the owner of the snake or the person who's hobby is traveling is not the mexican or both
11. the person who's hobby is dancing is on the far right##1
12. the person who's hobby is magic-tricks is somewhere between the person who's hobby is puzzles and the person who's hobby is traveling##7
13. the owner of the snake is on the left of the owner of the bird##1
14. the person who's hobby is traveling is in an odd position##4
15. the owner of the rat and the person who's hobby is magic-tricks have the same parity positions##9
16. the owner of the rat is somewhere to the right of the pakistani##5
17. the person who's hobby is magic-tricks and the german have different parity positions##9","{'Hobby': ['puzzles', 'magic-tricks', 'traveling', 'dancing'], 'Nationality': ['pakistani', 'mexican', 'german', 'american'], 'Pet': ['ferret', 'rat', 'snake', 'bird']}"
Pt1_3x4_level12-4,"There 4 different types of food: blueberry, cranberry, papaya, pineapple
4 different pets are kept: dog, ferret, horse, turtle
The people prefer 4 different types of sport: biathlon, cycling, ice-hockey, surfing
 1. the owner of the ferret is not to the left of the person who's sport is biathlon##8
 2. the owner of the turtle is in an even position##4
 3. the owner of the ferret is on the left of the owner of the horse##1
 4. the person who's sport is surfing is on the left of the person eating pineapple##1
 5. the person eating papaya is somewhere to the right of the person who's sport is surfing##5
 6. the person who's sport is biathlon is not the person eating cranberry or the person who's sport is biathlon is not the owner of the turtle or both
 7. the person who's sport is ice-hockey is on the left of the person who's sport is cycling##1
 8. the person who's sport is biathlon is the owner of the turtle or the owner of the turtle is the person eating blueberry or both##11
 9. the person eating papaya is on the left of the person eating cranberry##1
10. the person who's sport is biathlon is not the owner of the dog or the person who's sport is biathlon is not the person eating blueberry or both","{'Food': ['blueberry', 'pineapple', 'papaya', 'cranberry'], 'Pet': ['dog', 'turtle', 'ferret', 'horse'], 'Sport': ['surfing', 'biathlon', 'ice-hockey', 'cycling']}"
Pt1_3x4_level12-5,"There are 4 different favourite beverages: fanta, iced-tea, mirinda, sprite
The people have 4 different jobs:  nurse, pilot, scientist, writer
The people prefer 4 different music-genres: blues, electronic, indie, metal
 1. the fan electronic is the person drinking iced-tea or the person drinking iced-tea is the nurse, but not both##10
 2. the person drinking iced-tea is on the left of the writer##1
 3. the fan electronic is not to the right of the fan blues##8
 4. the person drinking iced-tea is not to the right of the writer##8
 5. the fan blues is not the person drinking iced-tea or the person drinking iced-tea is not the writer or both
 6. the person drinking sprite is on the left or right of the fan indie##3
 7. the scientist and the fan electronic have different parity positions##9
 8. the fan indie is somewhere to the left of the pilot##5
 9. the pilot is somewhere to the left of the writer##5
10. the fan indie is somewhere between the person drinking mirinda and the fan metal##7
11. the nurse is the fan metal##1","{'Beverage': ['sprite', 'fanta', 'iced-tea', 'mirinda'], 'Job': ['nurse', 'scientist', 'pilot', 'writer'], 'Music-Genre': ['metal', 'indie', 'electronic', 'blues']}"
Pt1_3x4_level12-6,"The people perfer 4 different movie-genres: action, animation, epic, satire
The people prefer 4 different music-genres: disco, house, indie, metal
There are 4 different nationalities: american, brazilian, japanese, malaysian
 1. the person watching animation movies is on the right of the american##1
 2. the fan disco is not the person watching action movies or the fan disco is not the malaysian or both
 3. the brazilian and the person watching epic movies have different parity positions##9
 4. the japanese is somewhere to the left of the person watching action movies##5
 5. the fan metal is on the left or right of the person watching animation movies##3
 6. the fan disco is on the left of the malaysian##1
 7. the brazilian is not the fan disco or the person watching action movies is not the brazilian or both
 8. the japanese is on the left of the person watching satire movies##1
 9. the american is on the left of the brazilian##1
10. the person watching animation movies is on the left or right of the american##3
11. the fan house is on the left of the fan metal##1
12. the fan indie is the brazilian##1","{'Movie-Genre': ['epic', 'satire', 'action', 'animation'], 'Music-Genre': ['disco', 'house', 'metal', 'indie'], 'Nationality': ['japanese', 'malaysian', 'american', 'brazilian']}"
Pt1_3x4_level12-7,"The people have 4 different jobs:  doctor, dressmaker, entrepreneur, pilot
The people prefer 4 different music-genres: country, folk, hip-hop, soul
There are 4 different nationalities: brazilian, japanese, nigerian, russian
 1. the fan soul is on the left or right of the nigerian##3
 2. the japanese is in an odd position##4
 3. the dressmaker is not to the left of the doctor##8
 4. the fan folk is not the pilot or the fan folk is not the nigerian or both
 5. the entrepreneur is on the right of the japanese##1
 6. the fan soul is not the dressmaker##6
 7. the fan folk is on the right of the fan hip-hop##1
 8. the fan soul is not to the right of the fan country##8
 9. the doctor is the brazilian##1
10. the fan folk is not the russian##6
11. the fan soul is on the right of the nigerian##1
12. the fan soul is somewhere to the left of the russian##5
13. the fan soul is somewhere between the entrepreneur and the fan folk##7","{'Job': ['doctor', 'dressmaker', 'pilot', 'entrepreneur'], 'Music-Genre': ['hip-hop', 'folk', 'soul', 'country'], 'Nationality': ['brazilian', 'nigerian', 'japanese', 'russian']}"
Pt1_3x4_level12-8,"The people have 4 different jobs:  chef, dressmaker, photographer, police-officer
There are 4 different nationalities: japanese, mexican, thai, turkish
The people prefer 4 different types of sport: climbing, ice-hockey, skiing, snowboarding
 1. the thai is somewhere to the right of the photographer##5
 2. the turkish is on the far left or far right##3
 3. the dressmaker is the turkish or the turkish is the person who's sport is snowboarding or both##11
 4. the turkish is somewhere to the right of the person who's sport is climbing##5
 5. the thai is on the left of the turkish##1
 6. the thai and the person who's sport is skiing have different parity positions##9
 7. the person who's sport is climbing and the mexican have the same parity positions##9
 8. the turkish is somewhere to the right of the photographer##5
 9. the person who's sport is ice-hockey is not the photographer or the photographer is not the mexican or both
10. the dressmaker is somewhere between the chef and the person who's sport is ice-hockey##7
11. the dressmaker and the mexican have the same parity positions##9
12. the person who's sport is ice-hockey is in an odd position##4","{'Job': ['police-officer', 'photographer', 'dressmaker', 'chef'], 'Nationality': ['mexican', 'japanese', 'thai', 'turkish'], 'Sport': ['ice-hockey', 'skiing', 'climbing', 'snowboarding']}"
Pt1_3x4_level12-9,"There are 4 different nationalities: american, brazilian, egyptian, thai
4 different pets are kept: chinchilla, dog, ferret, turtle
The people use 4 different means of transport: bus, helicopter, quad-bike, taxi
 1. the owner of the chinchilla is on the left of the owner of the turtle##1
 2. the person driving the bus is not to the left of the person driving the taxi##8
 3. the brazilian is not to the right of the owner of the dog##8
 4. the owner of the chinchilla is on the left or right of the person driving the quad-bike##3
 5. the thai is on the left or right of the person driving the bus##3
 6. the owner of the dog is not to the right of the brazilian##8
 7. the person driving the bus is in an odd position##4
 8. the egyptian is somewhere to the left of the owner of the dog##5
 9. the brazilian is not the owner of the ferret or the brazilian is not the person driving the bus or both
10. the person driving the taxi is not the owner of the turtle##6
11. the person driving the quad-bike is on the far right##1
12. the person driving the taxi is on the right of the person driving the helicopter##1","{'Nationality': ['egyptian', 'brazilian', 'american', 'thai'], 'Pet': ['ferret', 'dog', 'chinchilla', 'turtle'], 'Transport': ['helicopter', 'taxi', 'bus', 'quad-bike']}"
